Route,Direction,Mean_Absolute_Error,Mean_Squared_Error,Root_Mean_Squared_Error,R2,MAE_Train,MPE
7B,2,577.1040311321661,479231.43861740944,692.2654394214761,0.2877550507169273,532.6290409129192,-0.022764711586268242
46E,2,340.3276054634859,226868.51746808054,476.3071671391063,0.3774385527592983,330.0225421678741,0.012077980022365474
56A,1,254.55320991521197,119211.58540474167,345.27030773691166,0.7172825775807665,248.43031103946265,0.0019239051307989529
33E,1,65.94808433695471,4349.643732025119,65.95182887551428,0.9188381952236542,504.7195563149597,0.0002700980410859496
4,1,457.3578142287849,356820.7353454929,597.3447374385188,0.5865727674621013,397.9204518047005,0.0016136504188926138
26,2,216.74129414778608,90258.73272062396,300.43091172618034,0.6098191757219026,228.34132040969834,-0.009105837182128155
33,2,407.7827523824045,279225.2613680237,528.417695926266,0.7027761903369746,463.9909272619886,-0.01297145184487331
33B,2,317.2108801785515,269178.4006602189,518.824055591314,0.04536411176638078,270.3160602962803,-0.05244652965505915
142,2,343.3562101477211,197441.90510772495,444.3443541980982,0.37432738712996716,372.56333122736,-0.010360537622107828
42,2,295.3244152016348,205078.0903328154,452.85548504221015,0.5187956478784606,272.3314632525864,-0.00594283061331301
145,1,372.9189852845904,236695.09093695175,486.5131970840583,0.5947959256613186,369.65259423549315,0.0019493607292319951
150,1,213.60762270952705,83649.40125271051,289.22206218183027,0.5210639688480534,215.60398406738693,-0.02533584941775841
25B,1,253.98900419438286,120923.49437462153,347.740556125715,0.6431857861899773,232.319963451492,-0.0002769133811103042
220,2,344.1713677071658,221301.19717619693,470.4266118920112,0.4490573943076531,336.3211077135115,-0.004923224601424965
79,1,207.05628717445418,109914.86353007978,331.53410613401417,0.49272063503344643,182.44479418978156,0.00010078895886944315
29A,1,214.5480817696711,75450.41311690328,274.68238588759795,0.663472687158376,198.62875068401084,0.007922676988435828
45A,2,307.0243738002249,199515.4658094716,446.6715413024112,0.6175540593432187,278.96996287371246,0.006421683884972343
15D,1,306.9810870577656,209912.8435017395,458.1624640907846,0.3489381240967321,280.80907896263017,-0.014939695783164564
84X,2,417.95989638590896,285564.01805380057,534.3819028127735,0.4521141197765657,412.95603320917405,-0.00797441914298103
15,1,598.2735254950117,527076.7838768412,726.0005398598828,0.4298277344106284,596.6398667250147,-0.031245153322902765
31D,1,247.8919358113251,99382.80267422694,315.2503809263788,0.28169220124964256,168.88510746173728,-0.060054791278151144
41X,2,299.60092456740796,191796.90632746962,437.9462368002146,0.18533367651724553,346.4665443039582,-0.0022336494142898918
77A,1,393.3048385279926,322519.5813724058,567.9080747554183,0.6705785661806577,360.6884794223684,-0.03538802627634024
76,2,227.46421391122212,96712.730681164,310.9867049910076,0.6398550928184725,212.45569577661914,-0.00874612716873479
63,2,317.01940486139375,216869.03956680518,465.69200075458156,0.2519010597001089,298.0883678482939,-0.01609515934238716
220,1,319.2508609717331,182252.22098117325,426.9100853589351,0.5563418042920074,312.93689117605635,0.0032982124519100736
79,2,235.73310483384148,97094.97180271713,311.6006607867145,0.5170917866254349,219.00721497180137,-0.007397322963105475
29A,2,219.64689191803168,83511.76523161476,288.98402245040256,0.6595480042531628,217.48384162978243,-0.0036639398645472877
45A,1,237.50840960013377,103673.53831245407,321.98375473376615,0.7097340826442459,212.57384969280483,-0.012038356699606796
15D,2,520.741729863895,700826.5234187319,837.1538230329787,-0.6294269582474548,277.4605061842592,0.0012862065783307499
84X,1,542.6232623711155,489019.0790821507,699.2989911920013,0.09970685381846289,428.73170391445416,0.007236706716211481
15,2,474.14042408872876,398756.19907045155,631.4714554676652,0.4403654111720354,468.26083413576146,-0.0024273274792098814
31D,2,421.53348129386205,293637.6303925425,541.8834103315422,-0.4119607084412953,240.85916138491345,0.05572385291629937
41X,1,586.3021759556972,715098.8479420427,845.6351742578136,-1.7579284223360658,329.3634040785636,-0.029426396195803745
77A,2,351.2732895943568,218605.29456203326,467.552451134665,0.6813917511626343,327.3953845566711,-0.004046543634928338
76,1,318.2294729723705,183448.4907342167,428.3088730509989,0.637229763227565,292.3116163730116,-0.011734857555960534
63,1,300.9058859175027,156591.74450631093,395.71674782135636,0.356260982444746,301.09843721322744,-0.009426905081613356
13,1,460.1776666033626,394085.4049225612,627.7622200503637,0.444387729218897,435.92019991412536,-0.01009390290846948
31B,1,242.4084622750516,105302.80250108676,324.5039329516466,0.21220235725015202,300.88726027898974,-0.00912173559189155
114,2,200.34987918346621,76795.46879783,277.1199538067045,0.5805803765120816,196.1667275967776,-0.012633270180310265
14,2,370.4275836247605,240644.90612350896,490.55571153897387,0.6066485171001502,369.59844971505635,-0.011438331517981919
66A,1,298.1057960262283,156433.37361522097,395.51659082170113,0.5596465997144522,330.6277862645319,-0.003844106290959128
27B,2,202.51345270843203,67567.75747936631,259.93798775740015,0.5427531444304536,204.3276906802999,-0.021976963752161557
70,2,436.55314889748547,374667.4283617258,612.1008318583841,0.5341243608911622,425.7625311296183,-0.005793508620029455
65,2,758.2412786755805,956700.8402976737,978.1108527655102,0.4956735798641799,703.7822488787829,-0.024729782159181233
25X,1,489.9757539174804,432039.96271949314,657.2974689738985,0.06604741628838451,327.64127413846876,-0.0025730509785902057
44B,2,170.49678197931084,63485.18270047825,251.96266132202655,0.32819801797129655,176.77189112754945,0.012451561816893325
15B,1,424.27197032142954,314973.0636730454,561.2246107157503,0.4162055774953044,411.52520370362356,-0.001492443667891128
33X,2,121.36891763891701,36935.906857275855,192.18716621376115,0.8059519443938897,225.7499346279816,-0.013995458113013717
54A,2,367.4028035179842,224004.67687141785,473.29132346940173,0.4890415263658069,365.63841006092287,-0.010524251735794523
38A,1,409.78981118655713,336966.33815812727,580.4880172390532,0.540399364001472,385.5319891758372,0.005113809929734512
13,2,426.65370185322854,325580.657439107,570.5967555455491,0.5478516512368068,451.15314875005527,-0.0010237784051395022
31B,2,280.849932043805,129189.2612493609,359.4290768000843,0.4773333726666641,271.1683072213998,-0.005157788427771729
14,1,403.5970817497088,307453.60717606614,554.4849927419733,0.588165939885979,391.19596375888995,0.002111594412069731
114,1,183.94424505722588,64746.3465223979,254.45303402081473,0.6636512740062015,177.12922801167815,0.006946630178772496
66A,2,282.06152815114865,208916.30898959454,457.07363628806525,0.4443772228783568,285.3165561891082,-0.0015331421427448146
27B,1,250.67589291278068,115154.12938311433,339.3436744409925,0.4849404028369676,236.44056311361507,-0.013616952608346547
70,1,424.18090324953573,296422.9478122087,544.4473783683862,0.624006171502857,411.1363899928435,-0.010796449348891466
65,1,371.26939835479885,458389.55659766565,677.0447227455994,0.5387903811320407,318.42612360587407,-0.008244910749656454
25X,2,262.14985509930665,92826.75515648095,304.6748351217753,-0.21502967530641648,211.5291207767118,-0.012976201159106866
44B,1,162.22267721445303,39084.14110543632,197.69709432724682,0.45843983713487046,182.55322717299128,-0.01727954004718991
15B,2,317.15422920014356,187568.6879478712,433.09200864004777,0.731401448275198,284.4657990633107,-0.003879152192789055
33X,1,210.15197611332067,66850.11690554932,258.5538955528408,0.5922741381981411,223.33272715922706,-0.01773097686326035
54A,1,285.44153344849076,188547.5754268032,434.22065292521864,0.5432781787637613,252.4532403790801,-0.04947732487513685
38A,2,538.4372774240748,500964.9798704312,707.7887960899291,0.38810178677657037,494.66524970461955,0.007673828722278633
67,1,328.62407552747396,192848.28700858235,439.14494988395614,0.6672001522270117,306.4212929798584,-0.0032837472780962657
239,1,357.05008978055014,266814.72450649797,516.5411159883577,0.46357971482613014,307.7473140124078,-0.0523186116622291
51X,2,354.2524339688322,206215.98065350504,454.11009750225224,-0.17714750174017557,269.0575331131347,-0.021642484686586853
75,2,387.4726164998274,317268.8643921391,563.2662464520123,0.6191724958470886,320.96792183510354,0.002774533811382996
116,1,235.77326442139267,91585.56472375964,302.6310703212075,0.5913492216733798,265.3583759490344,-0.0323203304594535
16,1,460.6212616319787,380039.59331511223,616.4735138796412,0.5878841899642002,442.536649107446,-0.024346811276541896
70D,2,500.5983623567958,330353.5808773692,574.7639349136036,-0.7454443967517761,317.53591580005497,-0.013763373238908043
111,2,419.2357447125323,262329.99681826634,512.1816053103297,0.05239485983480352,400.09823996283274,-0.06294813536172657
104,2,286.49439342833614,174364.73681931564,417.5700382203154,0.21391247695912385,272.90210339753975,0.011089618460399565
11,2,352.5824720695087,222926.97799470153,472.1514354470412,0.7094123942894253,342.3345990402197,-0.010567738705089036
185,1,128.6756689244128,32447.609521967275,180.13220012526153,0.07801061639286544,128.65855330499411,-0.016106046175797386
32X,2,331.6350548044766,231086.12827507991,480.7141856395335,0.3439783336461145,282.24366646123144,-0.003917479477795908
38D,1,359.1115775257271,220425.89763732092,469.49536487309535,0.07935073602639942,257.10171782670784,0.036430159421538766
39A,1,408.61392340202093,284988.4411429858,533.8430866303186,0.6606294329804352,403.5701186377722,0.0015693672882360226
68A,2,304.26628770336345,175088.6648792943,418.43597464760876,0.4969311743252438,297.1859679062872,0.007927686573193895
68,2,310.7560060614173,209354.79404612153,457.5530505265171,0.41519974938847803,265.6917370225313,-0.0039617992974913955
236,2,223.55176300376542,136964.15851786314,370.08669054407125,0.24850349848938647,187.4706538243572,-0.03257318596560746
42D,1,253.1762517696857,214551.65632185488,463.1972110471466,0.32258528339385584,216.77689013114144,0.023851944257346356
67,2,322.8136990974699,188221.93715628094,433.84552222684164,0.5482019825180842,304.842666366421,0.00028931903077590495
239,2,455.5953504850962,379078.69987202465,615.6936737307154,0.2294625438067147,430.54931945042614,-0.042550020611237103
75,1,413.8369559986851,379738.052749393,616.2288963927227,0.5088366464501964,380.7220443488418,0.0005575914641314706
16,2,451.97067507288716,349515.7103095371,591.1985371341316,0.5373115252123719,440.09222375114865,-0.007846114727179328
116,2,308.55121113090627,154548.7472446628,393.1268844084093,0.815932221272984,210.6462416169806,-0.05617155242756449
70D,1,307.25919351492735,188047.12664580453,433.644009120159,-0.2464437585165593,275.46891696804397,-0.03087639642232977
11,1,471.87971327676365,515010.3514324204,717.6422168688381,0.5925597499219821,460.1527320277464,-0.029872901214153508
111,1,215.4028994365028,133186.46142024832,364.9472036065605,0.5427913736561751,183.08572762645932,-0.009448557903046356
104,1,229.57527035702185,103253.86758083994,321.33139837376604,0.4856680307237077,210.13240519460268,0.0004987713209278543
185,2,141.72891437268967,85469.46905798941,292.3516188735568,0.20383565924863278,126.70194261037861,0.0014938151249091565
32X,1,261.8991606682461,117818.81315536558,343.24745178277084,0.44231147510090774,262.2850479864664,0.0005036344754954852
38D,2,180.03438571238289,67854.55353476274,260.48906605606834,-2.3922518191912783,30.33891213869333,-0.0050712951313358475
39A,2,374.6637934666772,238121.92943760572,487.9773861948991,0.5891496049047792,359.9592924408914,-0.014432730814852605
68A,1,249.32991602400529,116022.82036886243,340.62122712605924,0.23123983024524908,248.57111491756044,-0.005103357594676677
68,1,338.961260669828,206554.84162226008,454.4830487732849,0.5739798176757587,321.80099907107893,0.0005951363513125981
236,1,142.48713689863743,42704.32167912206,206.65023996870187,0.40882966504460627,124.81787565115081,-0.003925232924096499
42D,2,162.81580884269533,26508.987609101107,162.81580884269533,nan,0.37787292523904625,-0.06922440852155413
83,1,396.7717255102978,284179.23919766396,533.0846454341599,0.6459187837971798,401.7700717251971,0.002620974511911019
79A,2,231.3536213727678,104398.36378421649,323.1073564377891,0.5394966096220526,240.91534550764857,-0.008686316410822606
15A,1,245.22674878264306,117252.55549496284,342.42160488929846,0.685739475109123,236.0930661085655,-0.04001513034927908
14C,2,171.2691031586608,50779.39281465648,225.34283395452468,0.6765873712375945,173.1917434640046,0.02794941108552215
38B,1,432.02898564166435,306477.7732973697,553.6043472529544,0.1602801461137403,409.2585943374139,0.010924444074386733
184,2,377.47143031890386,307595.65185211843,554.6130649850564,0.3144029568240334,350.33613311338826,0.0043107517259775826
84,2,366.137129077069,267550.1075124647,517.2524601318631,0.562883405454377,286.34696562371994,-0.004961192809718762
18,1,390.4589465719446,451374.20649120054,671.8438855055545,0.48308272893245596,320.77971075643364,-0.00257896962375256
69,1,332.9414206560156,420417.5026927073,648.3961001522968,0.33526196129549346,292.33431525398663,-0.00214118012683142
161,1,281.4957742927692,112820.60996859032,335.88779371776866,-0.12608893987005354,81.45870779020167,0.017689575603691315
61,1,271.6606323097283,173122.1521978892,416.0795022563467,0.6409746545781224,253.23952311107928,-0.0043650851000623155
66B,1,436.8544892276428,291056.4088529379,539.4964400743881,0.4525468946886124,412.8892791725777,-0.029248990538705694
238,2,157.75620696826493,47685.14162742079,218.36927812176506,0.3648839628648881,142.0418873376447,-0.013071105107514155
76A,1,552.7845008931488,522325.8211926554,722.7211226971683,0.2509630690558582,509.0686023175346,-0.01701973039048904
27A,2,182.57313765448063,68993.76549449636,262.66664328478475,0.5272635097883276,162.56768844641397,-0.005371518413269065
66,2,311.87861422814075,167103.970217871,408.7835248855695,0.6734182260390742,288.01428122603335,-0.010394994691128144
31A,1,322.52084433916093,261260.30783523238,511.1362908610896,0.29732615875299806,347.43922880497814,0.0010095775306187397
