date,timezone,temp,feels_like,wind_speed,wind_deg,weather_main,weather_description,rain
2018-01-01 00:00:00,0,4.15,-6.49,12.86,240,Rain,light intensity shower rain,0.0
2018-01-01 01:00:00,0,4.14,-5.79,11.83,240,Rain,light intensity shower rain,0.1
2018-01-01 02:00:00,0,4.61,-5.77,12.35,240,Clouds,scattered clouds,0.0
2018-01-01 03:00:00,0,4.64,-5.73,12.35,240,Clouds,scattered clouds,0.0
2018-01-01 04:00:00,0,5.04,-4.91,11.83,240,Clouds,scattered clouds,0.0
2018-01-01 05:00:00,0,5.0,-3.15,9.26,240,Clouds,broken clouds,0.0
2018-01-01 06:00:00,0,4.57,-2.21,7.2,240,Clouds,broken clouds,0.0
2018-01-01 07:00:00,0,4.11,-1.5,5.66,230,Clouds,broken clouds,0.0
2018-01-01 08:00:00,0,4.05,-2.29,6.69,240,Clouds,broken clouds,0.0
2018-01-01 09:00:00,0,4.08,-2.98,7.72,240,Clouds,scattered clouds,0.0
2018-01-01 10:00:00,0,5.02,-3.49,9.77,240,Clouds,scattered clouds,0.0
2018-01-01 11:00:00,0,6.01,-4.14,12.35,260,Clouds,scattered clouds,0.0
2018-01-01 12:00:00,0,7.01,-3.12,12.35,270,Clouds,broken clouds,0.0
2018-01-01 13:00:00,0,7.43,-2.82,12.86,280,Rain,light intensity shower rain,0.2
2018-01-01 14:00:00,0,6.65,-3.38,12.35,280,Clouds,scattered clouds,0.1
2018-01-01 15:00:00,0,6.63,-2.85,11.83,290,Rain,light intensity shower rain,0.0
2018-01-01 16:00:00,0,6.18,-2.85,10.8,280,Clouds,scattered clouds,0.0
2018-01-01 17:00:00,0,5.66,-2.38,9.26,280,Clouds,few clouds,0.0
2018-01-01 18:00:00,0,5.22,-0.92,6.69,280,Clouds,few clouds,0.0
2018-01-01 19:00:00,0,5.18,-2.05,8.23,270,Clouds,scattered clouds,0.0
2018-01-01 20:00:00,0,5.14,-2.27,8.23,260,Clouds,scattered clouds,0.0
2018-01-01 21:00:00,0,4.27,-3.64,8.75,260,Clouds,scattered clouds,0.0
2018-01-01 22:00:00,0,3.38,-3.95,7.72,260,Clouds,scattered clouds,0.0
2018-01-01 23:00:00,0,4.18,-2.82,7.2,260,Clouds,scattered clouds,0.0
2018-01-02 00:00:00,0,3.71,-2.28,5.66,240,Clouds,scattered clouds,0.0
2018-01-02 01:00:00,0,4.03,-2.27,6.17,250,Clouds,broken clouds,0.0
2018-01-02 02:00:00,0,4.44,0.35,3.09,190,Clouds,broken clouds,0.0
2018-01-02 03:00:00,0,4.44,0.35,3.09,190,Clouds,broken clouds,0.0
2018-01-02 04:00:00,0,4.9,1.6,2.06,170,Clouds,broken clouds,0.0
2018-01-02 05:00:00,0,5.83,0.52,5.14,150,Clouds,broken clouds,0.0
2018-01-02 06:00:00,0,6.02,2.36,3.09,160,Rain,light rain,0.5
2018-01-02 07:00:00,0,6.59,1.26,6.17,140,Rain,light rain,0.8
2018-01-02 08:00:00,0,7.5,3.23,4.63,160,Rain,light rain,0.1
2018-01-02 09:00:00,0,8.93,2.08,8.75,220,Rain,light rain,0.5
2018-01-02 10:00:00,0,8.97,0.69,10.8,230,Clouds,scattered clouds,0.0
2018-01-02 11:00:00,0,9.03,1.49,9.77,250,Clouds,broken clouds,0.0
2018-01-02 12:00:00,0,9.48,-0.2,12.35,250,Clouds,broken clouds,0.0
2018-01-02 13:00:00,0,9.46,0.87,10.8,240,Clouds,broken clouds,0.0
2018-01-02 14:00:00,0,9.45,1.21,10.29,240,Rain,light rain,0.0
2018-01-02 15:00:00,0,8.58,1.65,8.75,220,Rain,light rain,0.7
2018-01-02 16:00:00,0,8.08,3.42,5.66,210,Rain,light rain,1.3
2018-01-02 17:00:00,0,8.07,2.84,6.17,190,Clouds,broken clouds,0.4
2018-01-02 18:00:00,0,9.34,5.11,5.14,170,Rain,light rain,0.4
2018-01-02 19:00:00,0,10.48,-0.17,14.4,230,Clouds,broken clouds,0.0
2018-01-02 20:00:00,0,8.86,-5.09,18.01,250,Clouds,few clouds,0.0
2018-01-02 21:00:00,0,8.06,-6.21,18.52,260,Clouds,broken clouds,0.0
2018-01-02 22:00:00,0,6.56,-6.53,16.46,250,Clouds,broken clouds,0.3
2018-01-02 23:00:00,0,5.68,-5.78,14.4,260,Rain,light intensity shower rain,0.6
2018-01-03 00:00:00,0,5.18,-3.85,10.8,260,Rain,light intensity shower rain,0.6
2018-01-03 01:00:00,0,5.14,-5.51,12.86,260,Clouds,scattered clouds,0.0
2018-01-03 02:00:00,0,5.16,-6.39,14.4,250,Clouds,scattered clouds,0.0
2018-01-03 03:00:00,0,5.53,-5.24,13.38,260,Rain,light intensity shower rain,0.3
2018-01-03 04:00:00,0,5.18,-6.01,13.89,260,Rain,light intensity shower rain,0.8
2018-01-03 05:00:00,0,5.19,-3.83,10.8,250,Clouds,scattered clouds,0.0
2018-01-03 06:00:00,0,6.03,-2.84,10.8,250,Rain,light intensity shower rain,0.1
2018-01-03 07:00:00,0,6.15,-6.49,15.95,260,Clouds,scattered clouds,0.2
2018-01-03 08:00:00,0,7.0,-4.41,14.4,260,Clouds,broken clouds,0.0
2018-01-03 09:00:00,0,6.99,-3.15,12.35,250,Clouds,few clouds,0.1
2018-01-03 10:00:00,0,6.61,-3.59,12.35,250,Clouds,few clouds,0.0
2018-01-03 11:00:00,0,7.09,-3.03,12.35,250,Clouds,broken clouds,0.1
2018-01-03 12:00:00,0,7.13,-2.45,11.83,250,Rain,light intensity shower rain,0.2
2018-01-03 13:00:00,0,8.01,-2.67,13.38,250,Rain,proximity shower rain,0.8
2018-01-03 14:00:00,0,8.01,-2.3,12.86,250,Rain,proximity shower rain,0.2
2018-01-03 15:00:00,0,7.62,-3.13,13.38,250,Rain,light intensity shower rain,0.0
2018-01-03 16:00:00,0,8.0,-3.04,13.89,250,Clouds,broken clouds,0.0
2018-01-03 17:00:00,0,8.01,-2.67,13.38,250,Clouds,broken clouds,0.0
2018-01-03 18:00:00,0,7.04,-2.56,11.83,250,Clouds,broken clouds,0.0
2018-01-03 19:00:00,0,7.03,-2.94,12.35,260,Clouds,broken clouds,0.0
2018-01-03 20:00:00,0,7.04,-2.2,11.32,260,Clouds,scattered clouds,0.0
2018-01-03 21:00:00,0,7.01,-1.32,9.77,250,Clouds,scattered clouds,0.0
2018-01-03 22:00:00,0,6.05,-2.65,10.29,250,Clouds,scattered clouds,0.0
2018-01-03 23:00:00,0,6.07,-1.18,8.23,240,Clouds,scattered clouds,0.0
2018-01-04 00:00:00,0,6.06,0.07,6.69,230,Clouds,broken clouds,0.0
2018-01-04 01:00:00,0,6.03,0.76,5.66,230,Clouds,broken clouds,0.0
2018-01-04 02:00:00,0,5.59,-1.02,7.2,230,Rain,light rain,0.5
2018-01-04 03:00:00,0,4.22,0.95,2.57,190,Rain,moderate rain,2.0
2018-01-04 04:00:00,0,4.1,-0.99,5.14,140,Rain,moderate rain,3.7
2018-01-04 05:00:00,0,4.17,-1.63,6.17,120,Drizzle,rain and drizzle,0.7
2018-01-04 06:00:00,0,5.25,-2.87,9.77,140,Drizzle,rain and drizzle,1.4
2018-01-04 07:00:00,0,7.02,0.57,8.23,150,Clouds,broken clouds,0.5
2018-01-04 08:00:00,0,7.69,4.99,3.09,160,Rain,light rain,0.1
2018-01-04 09:00:00,0,9.47,4.18,6.69,240,Rain,light rain,0.0
2018-01-04 10:00:00,0,9.04,3.3,7.2,240,Clouds,broken clouds,0.2
2018-01-04 11:00:00,0,5.22,-8.48,17.49,290,Clouds,broken clouds,0.3
2018-01-04 12:00:00,0,4.61,-7.76,15.43,290,Clouds,scattered clouds,0.0
2018-01-04 13:00:00,0,6.01,-4.14,12.35,280,Clouds,broken clouds,0.0
2018-01-04 14:00:00,0,6.55,-3.66,12.35,280,Clouds,broken clouds,0.0
2018-01-04 15:00:00,0,6.12,-2.57,10.29,270,Clouds,scattered clouds,0.0
2018-01-04 16:00:00,0,5.67,-2.91,9.77,260,Clouds,few clouds,0.0
2018-01-04 17:00:00,0,5.16,-1.52,7.2,260,Clouds,scattered clouds,0.0
2018-01-04 18:00:00,0,5.12,-2.84,9.26,250,Clouds,broken clouds,0.0
2018-01-04 19:00:00,0,5.07,-1.63,7.2,240,Clouds,scattered clouds,0.0
2018-01-04 20:00:00,0,4.2,-1.03,5.14,220,Clouds,broken clouds,0.0
2018-01-04 21:00:00,0,4.65,-0.68,5.14,230,Clouds,scattered clouds,0.0
2018-01-04 22:00:00,0,4.54,-0.8,5.14,230,Clouds,broken clouds,0.0
2018-01-04 23:00:00,0,4.09,-0.8,4.63,220,Clouds,broken clouds,0.0
2018-01-05 00:00:00,0,4.09,-0.08,3.6,220,Clouds,broken clouds,0.0
2018-01-05 01:00:00,0,4.06,0.96,2.06,230,Clouds,broken clouds,0.0
2018-01-05 02:00:00,0,4.01,0.18,3.09,260,Clouds,broken clouds,0.0
2018-01-05 03:00:00,0,3.63,-1.34,4.63,250,Clouds,broken clouds,0.0
2018-01-05 04:00:00,0,2.75,-1.63,3.6,290,Clouds,broken clouds,0.0
2018-01-05 05:00:00,0,2.23,-1.73,3.09,260,Clouds,broken clouds,0.0
2018-01-05 06:00:00,0,2.25,-2.07,3.6,260,Clouds,scattered clouds,0.0
2018-01-05 07:00:00,0,2.23,-2.45,4.12,270,Clouds,scattered clouds,0.0
2018-01-05 08:00:00,0,2.21,-2.11,3.6,260,Clouds,broken clouds,0.0
2018-01-05 09:00:00,0,2.59,-2.39,4.63,250,Clouds,broken clouds,0.0
2018-01-05 10:00:00,0,3.07,-1.99,4.63,250,Clouds,broken clouds,0.0
2018-01-05 11:00:00,0,3.56,-1.42,4.63,250,Clouds,broken clouds,0.0
2018-01-05 12:00:00,0,4.53,0.43,3.6,230,Clouds,broken clouds,0.0
2018-01-05 13:00:00,0,5.94,1.36,4.12,220,Clouds,broken clouds,0.0
2018-01-05 14:00:00,0,5.53,-0.19,5.66,230,Clouds,broken clouds,0.0
2018-01-05 15:00:00,0,5.46,1.34,3.6,220,Clouds,broken clouds,0.0
2018-01-05 16:00:00,0,5.01,0.82,3.6,210,Clouds,scattered clouds,0.0
2018-01-05 17:00:00,0,4.04,-0.3,3.6,190,Clouds,scattered clouds,0.0
2018-01-05 18:00:00,0,3.97,0.13,3.09,180,Clouds,broken clouds,0.0
2018-01-05 19:00:00,0,3.0,-0.99,3.09,150,Clouds,broken clouds,0.0
2018-01-05 20:00:00,0,3.22,-0.75,3.0,140,Clouds,scattered clouds,0.0
2018-01-05 21:00:00,0,2.49,-1.07,2.57,150,Clouds,scattered clouds,0.0
2018-01-05 22:00:00,0,1.31,-2.07,2.06,130,Clouds,broken clouds,0.0
2018-01-05 23:00:00,0,1.42,-0.7,0.51,0,Clouds,broken clouds,0.0
2018-01-06 00:00:00,0,0.94,-2.85,2.57,40,Clouds,scattered clouds,0.0
2018-01-06 01:00:00,0,0.86,-2.79,2.57,50,Clouds,broken clouds,0.0
2018-01-06 02:00:00,0,1.44,-3.0,3.6,50,Clouds,broken clouds,0.0
2018-01-06 03:00:00,0,2.82,-2.13,4.63,60,Clouds,broken clouds,0.0
2018-01-06 04:00:00,0,3.72,-2.68,6.69,60,Clouds,scattered clouds,0.0
2018-01-06 05:00:00,0,4.58,-2.2,7.2,50,Clouds,broken clouds,0.0
2018-01-06 06:00:00,0,4.98,-2.46,8.23,50,Clouds,broken clouds,0.0
2018-01-06 07:00:00,0,5.4,-1.97,8.23,50,Clouds,broken clouds,0.0
2018-01-06 08:00:00,0,5.42,-2.48,8.75,50,Clouds,broken clouds,0.0
2018-01-06 09:00:00,0,5.43,-3.19,9.77,50,Clouds,broken clouds,0.0
2018-01-06 10:00:00,0,5.96,-2.22,9.26,50,Clouds,broken clouds,0.0
2018-01-06 11:00:00,0,5.98,-2.19,9.26,60,Clouds,broken clouds,0.0
2018-01-06 12:00:00,0,5.98,-2.7,9.77,60,Clouds,broken clouds,0.0
2018-01-06 13:00:00,0,5.99,-3.41,10.8,50,Clouds,scattered clouds,0.0
2018-01-06 14:00:00,0,5.48,-2.92,9.26,50,Clouds,scattered clouds,0.0
2018-01-06 15:00:00,0,5.06,-4.48,10.8,40,Clouds,broken clouds,0.0
2018-01-06 16:00:00,0,5.03,-3.22,8.75,50,Clouds,broken clouds,0.0
2018-01-06 17:00:00,0,4.53,-3.65,8.75,40,Clouds,broken clouds,0.0
2018-01-06 18:00:00,0,4.51,-3.17,8.23,50,Clouds,broken clouds,0.0
2018-01-06 19:00:00,0,4.51,-1.72,6.17,60,Rain,light intensity shower rain,0.0
2018-01-06 20:00:00,0,4.11,-2.32,6.17,70,Clouds,broken clouds,0.0
2018-01-06 21:00:00,0,4.11,-2.9,7.2,50,Clouds,broken clouds,0.0
2018-01-06 22:00:00,0,3.61,-1.52,4.63,60,Clouds,few clouds,0.0
2018-01-06 23:00:00,0,3.24,-2.3,5.14,60,Clouds,few clouds,0.0
2018-01-07 00:00:00,0,2.76,-2.7,5.14,50,Clouds,scattered clouds,0.0
2018-01-07 01:00:00,0,3.17,-2.23,5.14,50,Clouds,scattered clouds,0.0
2018-01-07 02:00:00,0,3.13,-1.56,4.12,50,Clouds,scattered clouds,0.0
2018-01-07 03:00:00,0,2.26,-2.06,3.6,60,Clouds,few clouds,0.0
2018-01-07 04:00:00,0,1.41,-3.04,3.6,70,Clouds,scattered clouds,0.0
2018-01-07 05:00:00,0,1.03,-3.6,3.6,80,Clouds,scattered clouds,0.0
2018-01-07 06:00:00,0,0.58,-4.5,4.12,90,Clouds,scattered clouds,0.0
2018-01-07 07:00:00,0,1.59,-4.31,5.14,80,Clouds,scattered clouds,0.0
2018-01-07 08:00:00,0,2.42,-3.98,5.66,80,Clouds,broken clouds,0.0
2018-01-07 09:00:00,0,2.41,-3.63,5.14,90,Clouds,broken clouds,0.0
2018-01-07 10:00:00,0,4.79,-0.97,5.14,90,Clouds,broken clouds,0.0
2018-01-07 11:00:00,0,4.95,-1.36,6.17,100,Clouds,broken clouds,0.0
2018-01-07 12:00:00,0,5.41,-1.83,7.2,100,Clouds,broken clouds,0.0
2018-01-07 13:00:00,0,5.37,-0.67,5.66,100,Clouds,broken clouds,0.0
2018-01-07 14:00:00,0,5.02,-2.51,7.72,110,Clouds,broken clouds,0.0
2018-01-07 15:00:00,0,5.0,-1.45,6.17,90,Clouds,broken clouds,0.0
2018-01-07 16:00:00,0,4.05,-1.66,5.14,110,Clouds,broken clouds,0.0
2018-01-07 17:00:00,0,3.11,-2.73,5.14,100,Clouds,broken clouds,0.0
2018-01-07 18:00:00,0,1.83,-4.41,5.66,90,Clouds,broken clouds,0.0
2018-01-07 19:00:00,0,1.71,-4.79,6.17,100,Clouds,broken clouds,0.0
2018-01-07 20:00:00,0,2.12,-3.86,5.14,110,Clouds,broken clouds,0.0
2018-01-07 21:00:00,0,2.1,-4.0,5.14,100,Clouds,broken clouds,0.0
2018-01-07 22:00:00,0,1.57,-4.34,5.14,110,Clouds,scattered clouds,0.0
2018-01-07 23:00:00,0,1.61,-4.54,5.14,100,Clouds,scattered clouds,0.0
2018-01-08 00:00:00,0,1.06,-4.93,5.14,100,Clouds,scattered clouds,0.0
2018-01-08 01:00:00,0,0.56,-5.36,5.14,100,Clouds,scattered clouds,0.0
2018-01-08 02:00:00,0,-0.28,-6.3,5.14,100,Clouds,scattered clouds,0.0
2018-01-08 03:00:00,0,-0.28,-6.18,5.14,100,Clouds,scattered clouds,0.0
2018-01-08 04:00:00,0,0.19,-5.9,5.14,110,Clouds,scattered clouds,0.0
2018-01-08 05:00:00,0,-0.7,-5.69,3.6,120,Clouds,scattered clouds,0.0
2018-01-08 06:00:00,0,-0.7,-5.69,3.6,90,Clouds,scattered clouds,0.0
2018-01-08 07:00:00,0,-0.3,-4.89,3.09,100,Clouds,scattered clouds,0.0
2018-01-08 08:00:00,0,-0.29,-5.23,3.6,90,Clear,sky is clear,0.0
2018-01-08 09:00:00,0,-0.97,-6.1,3.6,90,Clear,sky is clear,0.0
2018-01-08 10:00:00,0,1.66,-3.88,4.63,100,Clouds,scattered clouds,0.0
2018-01-08 11:00:00,0,4.37,-2.05,5.66,120,Clouds,few clouds,0.0
2018-01-08 12:00:00,0,4.83,-2.15,6.69,140,Clouds,few clouds,0.0
2018-01-08 13:00:00,0,4.84,-1.99,6.69,140,Clouds,few clouds,0.0
2018-01-08 14:00:00,0,4.78,-1.78,6.69,130,Clouds,scattered clouds,0.0
2018-01-08 15:00:00,0,3.97,-3.06,7.2,150,Clouds,broken clouds,0.0
2018-01-08 16:00:00,0,3.5,-2.52,5.66,150,Clouds,broken clouds,0.0
2018-01-08 17:00:00,0,3.09,-3.59,6.7,140,Clouds,broken clouds,0.0
2018-01-08 18:00:00,0,3.51,-4.15,8.23,140,Clouds,broken clouds,0.0
2018-01-08 19:00:00,0,3.54,-2.88,6.69,140,Clouds,broken clouds,0.0
2018-01-08 20:00:00,0,3.57,-3.57,7.72,140,Clouds,broken clouds,0.0
2018-01-08 21:00:00,0,3.59,-3.18,7.2,150,Clouds,broken clouds,0.0
2018-01-08 22:00:00,0,3.59,-4.98,9.77,140,Clouds,broken clouds,0.0
2018-01-08 23:00:00,0,3.6,-4.26,8.75,150,Clouds,broken clouds,0.0
2018-01-09 00:00:00,0,3.62,-2.27,6.17,150,Clouds,broken clouds,0.0
2018-01-09 01:00:00,0,4.05,-3.01,7.72,160,Clouds,broken clouds,0.0
2018-01-09 02:00:00,0,4.08,-2.26,6.69,170,Clouds,broken clouds,0.0
2018-01-09 03:00:00,0,4.13,-1.67,6.17,140,Clouds,broken clouds,0.0
2018-01-09 04:00:00,0,4.6,-1.84,7.2,140,Drizzle,light intensity drizzle,0.0
2018-01-09 05:00:00,0,4.68,-1.55,7.2,160,Drizzle,light intensity drizzle,0.0
2018-01-09 06:00:00,0,5.14,-3.36,10.29,150,Drizzle,light intensity drizzle,0.0
2018-01-09 07:00:00,0,5.11,-1.96,8.23,160,Drizzle,light intensity drizzle,0.0
2018-01-09 08:00:00,0,5.09,-4.5,11.83,140,Drizzle,light intensity drizzle,0.0
2018-01-09 09:00:00,0,5.1,-2.69,9.26,140,Drizzle,light intensity drizzle,0.0
2018-01-09 10:00:00,0,5.05,-3.11,9.77,140,Drizzle,light intensity drizzle,0.0
2018-01-09 11:00:00,0,5.52,-3.06,10.8,140,Drizzle,light intensity drizzle,0.1
2018-01-09 12:00:00,0,6.08,-2.24,10.29,140,Drizzle,light intensity drizzle,0.1
2018-01-09 13:00:00,0,6.56,-0.22,8.23,140,Drizzle,light intensity drizzle,0.0
2018-01-09 14:00:00,0,6.61,0.42,7.72,140,Drizzle,light intensity drizzle,0.0
2018-01-09 15:00:00,0,7.48,0.17,9.26,140,Drizzle,light intensity drizzle,0.0
2018-01-09 16:00:00,0,7.49,-1.98,12.35,150,Drizzle,light intensity drizzle,0.1
2018-01-09 17:00:00,0,7.51,-1.23,11.32,150,Drizzle,light intensity drizzle rain,0.1
2018-01-09 18:00:00,0,7.99,-0.65,11.32,140,Drizzle,light intensity drizzle rain,0.1
2018-01-09 19:00:00,0,8.42,2.04,8.23,170,Drizzle,light intensity drizzle rain,0.4
2018-01-09 20:00:00,0,8.05,4.97,3.09,180,Clouds,broken clouds,0.0
2018-01-09 21:00:00,0,7.2,4.15,3.09,230,Clouds,broken clouds,0.0
2018-01-09 22:00:00,0,5.79,1.73,4.12,220,Clouds,broken clouds,0.0
2018-01-09 23:00:00,0,6.0,2.35,3.6,230,Clouds,broken clouds,0.0
2018-01-10 00:00:00,0,5.07,0.7,4.12,220,Clouds,broken clouds,0.0
2018-01-10 01:00:00,0,5.0,0.79,4.12,250,Clouds,scattered clouds,0.0
2018-01-10 02:00:00,0,4.44,-0.04,4.12,250,Clouds,scattered clouds,0.0
2018-01-10 03:00:00,0,4.02,0.72,2.57,260,Clouds,scattered clouds,0.0
2018-01-10 04:00:00,0,4.46,0.15,4.12,250,Clouds,broken clouds,0.0
2018-01-10 05:00:00,0,4.43,0.84,3.09,240,Clouds,broken clouds,0.0
2018-01-10 06:00:00,0,3.86,-0.55,4.12,250,Clouds,broken clouds,0.1
2018-01-10 07:00:00,0,3.48,-0.64,3.6,260,Clouds,few clouds,0.0
2018-01-10 08:00:00,0,2.54,0.29,0.51,0,Clouds,few clouds,0.0
2018-01-10 09:00:00,0,1.14,-1.03,0.51,360,Fog,fog,0.0
2018-01-10 10:00:00,0,2.48,-0.19,1.54,0,Clouds,few clouds,0.0
2018-01-10 11:00:00,0,5.53,3.23,1.54,130,Clouds,few clouds,0.0
2018-01-10 12:00:00,0,6.57,3.56,2.57,150,Clouds,few clouds,0.0
2018-01-10 13:00:00,0,6.2,2.76,3.09,60,Clouds,scattered clouds,0.0
2018-01-10 14:00:00,0,6.22,2.61,3.6,70,Clouds,broken clouds,0.0
2018-01-10 15:00:00,0,5.35,1.57,3.6,60,Fog,fog,0.0
2018-01-10 16:00:00,0,4.49,1.1,3.09,60,Fog,fog,0.0
2018-01-10 17:00:00,0,4.12,0.66,3.09,50,Fog,fog,0.0
2018-01-10 18:00:00,0,4.64,0.36,4.12,30,Fog,fog,0.0
2018-01-10 19:00:00,0,4.24,0.45,3.6,40,Fog,fog,0.0
2018-01-10 20:00:00,0,4.33,1.27,2.57,350,Fog,fog,0.0
2018-01-10 21:00:00,0,5.19,1.58,3.6,10,Clouds,broken clouds,0.0
2018-01-10 22:00:00,0,5.03,0.31,5.14,20,Fog,fog,0.0
2018-01-10 23:00:00,0,5.03,0.31,5.14,20,Fog,fog,0.0
2018-01-11 00:00:00,0,4.5,0.39,4.12,20,Mist,mist,0.0
2018-01-11 00:00:00,0,4.5,0.39,4.12,20,Fog,fog,0.0
2018-01-11 01:00:00,0,4.46,0.71,3.6,360,Mist,mist,0.0
2018-01-11 01:00:00,0,4.46,0.71,3.6,360,Fog,fog,0.0
2018-01-11 02:00:00,0,4.03,0.92,2.57,350,Mist,mist,0.0
2018-01-11 03:00:00,0,2.71,-0.64,2.57,320,Mist,mist,0.0
2018-01-11 03:00:00,0,2.71,-0.64,2.57,320,Fog,fog,0.0
2018-01-11 04:00:00,0,3.21,-0.42,3.09,330,Clouds,broken clouds,0.0
2018-01-11 05:00:00,0,3.24,-0.38,3.09,30,Clouds,broken clouds,0.0
2018-01-11 06:00:00,0,2.4,-1.0,2.57,360,Clouds,broken clouds,0.0
2018-01-11 07:00:00,0,2.36,-1.42,3.09,320,Clouds,broken clouds,0.0
2018-01-11 08:00:00,0,2.33,-0.73,2.06,280,Clouds,broken clouds,0.0
2018-01-11 09:00:00,0,1.44,-2.12,2.57,290,Clouds,scattered clouds,0.0
2018-01-11 10:00:00,0,1.86,-1.28,2.06,270,Clouds,broken clouds,0.0
2018-01-11 11:00:00,0,2.75,-1.32,3.6,270,Clouds,broken clouds,0.0
2018-01-11 12:00:00,0,3.72,0.0,3.09,270,Clouds,broken clouds,0.0
2018-01-11 13:00:00,0,4.17,0.17,3.6,280,Clouds,broken clouds,0.0
2018-01-11 14:00:00,0,3.78,0.44,2.57,290,Clouds,broken clouds,0.0
2018-01-11 15:00:00,0,3.79,0.8,2.06,300,Clouds,few clouds,0.0
2018-01-11 16:00:00,0,3.28,0.57,1.54,0,Fog,fog,0.0
2018-01-11 17:00:00,0,2.83,-0.5,2.57,240,Fog,fog,0.0
2018-01-11 18:00:00,0,1.89,-0.52,1.03,0,Fog,fog,0.0
2018-01-11 19:00:00,0,1.34,-1.32,1.03,0,Clouds,few clouds,0.0
2018-01-11 20:00:00,0,0.53,-1.73,0.51,360,Mist,mist,0.0
2018-01-11 21:00:00,0,-0.34,-3.82,2.06,140,Clouds,few clouds,0.0
2018-01-11 22:00:00,0,0.64,-3.77,3.6,140,Clouds,broken clouds,0.0
2018-01-11 23:00:00,0,1.2,-3.64,4.12,140,Clouds,scattered clouds,0.0
2018-01-12 00:00:00,0,1.26,-3.57,4.12,150,Clouds,broken clouds,0.0
2018-01-12 01:00:00,0,1.34,-3.12,3.6,150,Clouds,few clouds,0.0
2018-01-12 02:00:00,0,1.72,-3.76,5.14,150,Clouds,few clouds,0.0
2018-01-12 03:00:00,0,3.79,-2.95,7.2,140,Clouds,scattered clouds,0.0
2018-01-12 04:00:00,0,3.4,-3.77,7.72,140,Clouds,broken clouds,0.0
2018-01-12 05:00:00,0,3.01,-3.13,6.17,150,Clouds,scattered clouds,0.0
2018-01-12 06:00:00,0,4.19,-2.29,6.69,140,Clouds,scattered clouds,0.0
2018-01-12 07:00:00,0,4.6,-2.54,7.72,140,Clouds,scattered clouds,0.0
2018-01-12 08:00:00,0,5.03,-1.68,7.2,150,Clouds,broken clouds,0.0
2018-01-12 09:00:00,0,5.93,-0.81,7.2,180,Clouds,broken clouds,0.0
2018-01-12 10:00:00,0,6.94,1.12,6.17,150,Clouds,broken clouds,0.0
2018-01-12 11:00:00,0,7.85,0.75,8.23,150,Clouds,broken clouds,0.0
2018-01-12 12:00:00,0,7.93,-0.05,9.26,160,Clouds,broken clouds,0.0
2018-01-12 13:00:00,0,7.95,0.69,8.23,150,Clouds,broken clouds,0.0
2018-01-12 14:00:00,0,7.96,0.51,8.75,150,Clouds,broken clouds,0.0
2018-01-12 15:00:00,0,7.97,1.07,8.23,150,Clouds,broken clouds,0.0
2018-01-12 16:00:00,0,7.96,0.33,9.26,150,Clouds,broken clouds,0.0
2018-01-12 17:00:00,0,7.97,2.51,6.17,150,Clouds,broken clouds,0.0
2018-01-12 18:00:00,0,7.99,0.01,9.77,160,Clouds,broken clouds,0.0
2018-01-12 19:00:00,0,8.0,-0.85,11.32,140,Clouds,broken clouds,0.0
2018-01-12 20:00:00,0,7.99,-0.86,11.32,150,Clouds,broken clouds,0.0
2018-01-12 21:00:00,0,7.97,-0.16,10.29,150,Clouds,broken clouds,0.0
2018-01-12 22:00:00,0,7.97,-1.82,12.35,150,Clouds,broken clouds,0.0
2018-01-12 23:00:00,0,7.49,0.54,8.75,150,Clouds,broken clouds,0.0
2018-01-13 00:00:00,0,7.96,-1.47,11.83,160,Clouds,broken clouds,0.0
2018-01-13 01:00:00,0,7.47,-0.2,9.77,150,Drizzle,light intensity drizzle,0.0
2018-01-13 02:00:00,0,7.47,-0.56,10.29,150,Clouds,broken clouds,0.0
2018-01-13 03:00:00,0,7.96,-0.02,9.77,140,Drizzle,light intensity drizzle,0.0
2018-01-13 04:00:00,0,7.46,0.66,8.23,150,Clouds,broken clouds,0.0
2018-01-13 05:00:00,0,7.45,-1.15,10.8,150,Clouds,broken clouds,0.0
2018-01-13 06:00:00,0,7.05,-3.07,12.86,140,Drizzle,light intensity drizzle,0.0
2018-01-13 07:00:00,0,7.44,0.12,9.26,140,Drizzle,light intensity drizzle,0.0
2018-01-13 08:00:00,0,7.43,-0.97,10.8,140,Drizzle,light intensity drizzle,0.0
2018-01-13 09:00:00,0,7.43,-0.61,10.29,150,Drizzle,light intensity drizzle,0.0
2018-01-13 10:00:00,0,7.41,-1.71,11.83,150,Drizzle,light intensity drizzle,0.0
2018-01-13 11:00:00,0,7.41,-0.63,10.29,150,Drizzle,light intensity drizzle,0.0
2018-01-13 12:00:00,0,8.28,1.65,8.23,160,Drizzle,light intensity drizzle,0.0
2018-01-13 13:00:00,0,8.32,2.42,7.2,150,Drizzle,light intensity drizzle,0.0
2018-01-13 14:00:00,0,7.99,1.66,7.72,150,Drizzle,light intensity drizzle,0.0
2018-01-13 15:00:00,0,7.92,1.43,8.23,150,Drizzle,light intensity drizzle,0.0
2018-01-13 16:00:00,0,8.0,0.95,8.75,150,Drizzle,light intensity drizzle,0.0
2018-01-13 17:00:00,0,7.56,0.51,9.26,150,Drizzle,light intensity drizzle,0.0
