dt,timezone,temp,feels_like,wind_speed,wind_deg,weather_main,weather_description
1522771200,3600,11.6,6.07,5.66,210,Rain,light intensity shower rain
1522774800,3600,11.09,4.03,8.23,220,Rain,proximity shower rain
1522778400,3600,10.25,3.95,6.69,200,Rain,proximity shower rain
1522782000,3600,9.32,4.63,4.63,190,Rain,proximity shower rain
1522785600,3600,8.04,4.04,3.6,190,Clouds,scattered clouds
1522789200,3600,7.51,3.59,3.6,200,Clouds,scattered clouds
1522792800,3600,6.97,2.75,4.12,180,Clouds,scattered clouds
1522796400,3600,6.4,2.64,3.6,170,Clouds,scattered clouds
1522800000,3600,5.52,2.49,2.06,190,Clouds,scattered clouds
1522803600,3600,6.03,2.38,3.6,140,Rain,light rain
1522807200,3600,6.92,3.81,3.09,140,Rain,light rain
1522810800,3600,6.93,3.47,3.6,150,Rain,light rain
1522814400,3600,6.05,4.44,1.0,320,Rain,light rain
1522818000,3600,6.05,2.76,3.09,350,Rain,light rain
1522821600,3600,5.21,0.68,4.63,360,Rain,light rain
1522825200,3600,4.31,-0.19,4.63,350,Rain,light rain
1522828800,3600,4.2,-0.87,5.14,350,Rain,light rain
1522832400,3600,4.14,-2.02,6.69,340,Rain,light rain
1522836000,3600,4.09,-2.44,7.2,330,Rain,light rain
1522839600,3600,4.63,-1.45,6.69,340,Rain,light rain
1522843200,3600,5.4,-1.6,7.7,330,Clouds,overcast clouds
1522846800,3600,5.26,-2.13,8.23,330,Rain,light rain
1522850400,3600,5.17,-3.31,9.77,330,Rain,light rain
1522854000,3600,5.96,-1.89,8.8,340,Clouds,broken clouds
1522857600,3600,5.45,-3.04,9.8,340,Clouds,broken clouds
1522861200,3600,4.56,-2.77,8.23,340,Rain,light intensity shower rain
1522864800,3600,4.13,-3.7,8.8,330,Clouds,broken clouds
1522868400,3600,4.47,-1.97,6.69,340,Clouds,broken clouds
1522872000,3600,4.02,-1.93,5.66,350,Rain,proximity shower rain
1522875600,3600,3.99,-2.32,6.17,330,Clouds,broken clouds
1522879200,3600,2.6,-2.82,4.63,310,Clouds,few clouds
1522882800,3600,0.93,-4.94,5.14,300,Clouds,scattered clouds
1522886400,3600,0.4,-4.46,3.6,300,Clouds,scattered clouds
1522890000,3600,-0.9,-6.16,4.12,290,Clouds,few clouds
1522893600,3600,-0.56,-6.25,4.63,270,Clouds,few clouds
1522897200,3600,-1.5,-6.47,3.6,270,Clouds,few clouds
1522900800,3600,-1.55,-6.89,4.12,260,Clouds,few clouds
1522904400,3600,-1.42,-6.38,3.6,260,Clouds,few clouds
1522908000,3600,-1.45,-6.05,3.09,250,Clouds,few clouds
1522911600,3600,-0.13,-3.86,2.06,270,Clear,sky is clear
1522915200,3600,3.44,1.02,0.51,0,Clear,sky is clear
1522918800,3600,5.8,1.7,2.57,150,Clouds,scattered clouds
1522922400,3600,6.69,1.06,5.14,150,Clouds,overcast clouds
1522926000,3600,7.24,-0.12,7.72,140,Clouds,overcast clouds
1522929600,3600,7.31,-0.81,9.26,140,Clouds,broken clouds
1522933200,3600,7.73,-1.04,10.29,140,Clouds,broken clouds
1522936800,3600,7.43,-1.33,9.77,140,Clouds,broken clouds
1522940400,3600,7.35,-0.04,8.23,140,Clouds,broken clouds
1522944000,3600,7.33,-0.59,9.26,150,Clouds,broken clouds
1522947600,3600,7.32,-0.44,8.75,150,Clouds,broken clouds
1522951200,3600,6.96,0.22,7.2,140,Clouds,broken clouds
1522954800,3600,6.97,-0.85,8.75,140,Clouds,broken clouds
1522958400,3600,6.99,-0.26,8.23,150,Clouds,broken clouds
1522962000,3600,6.99,-0.26,8.23,140,Clouds,broken clouds
1522965600,3600,7.01,-1.72,10.3,140,Clouds,broken clouds
1522969200,3600,6.99,-2.78,11.83,140,Clouds,overcast clouds
1522972800,3600,6.98,-0.64,8.75,140,Clouds,broken clouds
1522976400,3600,6.5,-1.93,10.29,150,Rain,light rain
1522980000,3600,6.51,-2.44,11.32,150,Rain,light rain
1522983600,3600,6.5,-1.01,9.26,150,Rain,light rain
1522987200,3600,6.97,-0.29,8.75,150,Rain,light rain
1522990800,3600,6.99,-0.98,9.77,150,Rain,light rain
1522994400,3600,7.01,-0.63,9.3,150,Rain,light rain
1522998000,3600,7.4,-0.85,10.29,150,Rain,light rain
1523001600,3600,7.4,-0.85,10.29,150,Drizzle,light intensity drizzle
1523005200,3600,7.83,1.11,8.23,130,Drizzle,light intensity drizzle
1523008800,3600,7.54,0.57,8.8,130,Drizzle,light intensity drizzle
1523012400,3600,7.53,-0.12,9.77,140,Drizzle,light intensity drizzle rain
1523016000,3600,8.83,1.1,10.29,150,Drizzle,light intensity drizzle rain
1523019600,3600,9.77,2.99,9.26,160,Drizzle,light intensity drizzle
1523023200,3600,11.19,4.76,8.23,140,Clouds,broken clouds
1523026800,3600,11.29,3.22,10.29,200,Clouds,broken clouds
1523030400,3600,12.12,4.17,9.77,190,Clouds,broken clouds
1523034000,3600,11.66,4.34,8.75,180,Clouds,scattered clouds
1523037600,3600,11.21,5.97,5.66,180,Clouds,scattered clouds
1523041200,3600,10.29,2.89,8.75,190,Clouds,scattered clouds
1523044800,3600,10.23,4.26,6.69,190,Clouds,few clouds
1523048400,3600,9.36,4.15,5.66,180,Clouds,scattered clouds
1523052000,3600,9.05,4.68,4.6,180,Clouds,broken clouds
1523055600,3600,8.81,3.62,5.7,190,Clouds,broken clouds
1523059200,3600,8.8,2.95,6.69,210,Clouds,broken clouds
1523062800,3600,8.31,4.71,3.6,110,Clouds,broken clouds
1523066400,3600,7.02,3.53,3.1,170,Clouds,broken clouds
1523070000,3600,6.44,4.47,1.0,0,Clouds,scattered clouds
1523073600,3600,7.31,4.8,2.06,150,Clouds,broken clouds
1523077200,3600,6.44,3.76,2.06,200,Clouds,broken clouds
1523080800,3600,6.02,3.09,2.57,80,Clouds,broken clouds
1523084400,3600,6.05,4.06,1.54,0,Clouds,broken clouds
1523088000,3600,7.4,4.63,3.09,120,Fog,fog
1523091600,3600,8.3,4.77,4.12,140,Clouds,broken clouds
1523095200,3600,8.87,7.05,1.54,0,Clouds,broken clouds
1523098800,3600,10.62,9.1,1.03,0,Clouds,broken clouds
1523102400,3600,10.67,7.85,2.6,300,Clouds,broken clouds
1523106000,3600,10.66,7.71,4.12,140,Rain,light rain
1523109600,3600,10.67,7.72,4.12,130,Rain,light rain
1523113200,3600,12.0,9.48,2.57,160,Clouds,broken clouds
1523116800,3600,11.59,8.26,3.6,130,Clouds,broken clouds
1523120400,3600,9.07,4.06,6.17,290,Rain,light intensity shower rain
1523124000,3600,10.33,8.03,2.06,20,Clouds,broken clouds
1523127600,3600,8.88,6.7,2.06,130,Clouds,scattered clouds
1523131200,3600,7.99,5.48,2.57,170,Clouds,few clouds
1523134800,3600,6.28,5.07,0.51,0,Clouds,few clouds
1523138400,3600,6.13,3.8,2.06,220,Clouds,few clouds
1523142000,3600,6.53,3.93,2.57,240,Clouds,few clouds
1523145600,3600,6.95,4.21,2.57,240,Clouds,few clouds
1523149200,3600,6.48,1.84,5.14,240,Clouds,few clouds
1523152800,3600,5.98,2.89,3.09,250,Clouds,few clouds
1523156400,3600,6.75,2.88,4.12,240,Clouds,scattered clouds
1523160000,3600,6.76,2.9,4.12,240,Clouds,scattered clouds
1523163600,3600,6.36,3.72,2.57,210,Clouds,scattered clouds
1523167200,3600,5.52,1.98,3.6,250,Clouds,few clouds
1523170800,3600,6.94,4.56,2.06,360,Clouds,few clouds
1523174400,3600,8.7,5.54,3.09,190,Clouds,few clouds
1523178000,3600,10.04,6.85,3.6,150,Clouds,few clouds
1523181600,3600,10.52,7.28,4.12,110,Clouds,scattered clouds
1523185200,3600,10.28,6.42,4.63,100,Clouds,scattered clouds
1523188800,3600,10.73,7.8,3.09,100,Clouds,scattered clouds
1523192400,3600,11.23,8.4,3.09,120,Clouds,scattered clouds
1523196000,3600,11.25,8.07,3.6,120,Clouds,broken clouds
1523199600,3600,11.66,8.21,4.12,150,Rain,proximity shower rain
1523203200,3600,12.44,9.83,2.57,140,Rain,proximity shower rain
1523206800,3600,11.13,8.54,3.09,140,Rain,light intensity shower rain
1523210400,3600,10.15,8.15,2.57,20,Rain,light intensity shower rain
1523214000,3600,9.22,7.35,2.06,100,Rain,proximity shower rain
1523217600,3600,8.7,7.57,0.51,0,Clouds,broken clouds
1523221200,3600,7.31,5.96,1.03,190,Clouds,broken clouds
1523224800,3600,6.96,4.81,2.06,170,Clouds,broken clouds
1523228400,3600,6.42,4.51,1.54,210,Clouds,broken clouds
1523232000,3600,6.47,4.93,1.03,230,Clouds,broken clouds
1523235600,3600,6.4,4.08,1.54,240,Clouds,scattered clouds
1523239200,3600,6.35,1.86,4.63,250,Clouds,broken clouds
1523242800,3600,5.88,1.48,4.63,240,Clouds,scattered clouds
1523246400,3600,5.48,2.08,3.09,240,Clouds,scattered clouds
1523250000,3600,5.81,2.29,3.09,240,Clouds,scattered clouds
1523253600,3600,6.31,3.61,2.06,180,Clouds,broken clouds
1523257200,3600,6.77,5.07,1.03,0,Clouds,broken clouds
1523260800,3600,9.07,7.43,1.03,0,Clouds,broken clouds
1523264400,3600,10.87,9.19,1.03,0,Clouds,scattered clouds
1523268000,3600,10.68,8.1,2.57,120,Clouds,broken clouds
1523271600,3600,9.93,6.35,4.12,110,Rain,light intensity shower rain
1523275200,3600,10.76,9.38,1.54,0,Rain,proximity shower rain
1523278800,3600,11.71,7.91,4.63,140,Clouds,scattered clouds
1523282400,3600,11.65,6.04,7.2,140,Clouds,scattered clouds
1523286000,3600,10.19,5.23,6.17,120,Clouds,broken clouds
1523289600,3600,10.16,4.93,6.2,140,Clouds,scattered clouds
1523293200,3600,10.52,5.02,6.69,140,Clouds,scattered clouds
1523296800,3600,9.55,4.57,5.66,130,Clouds,broken clouds
1523300400,3600,8.6,3.62,5.66,110,Clouds,broken clouds
1523304000,3600,7.37,3.23,4.12,120,Rain,light intensity shower rain
1523307600,3600,7.32,3.89,3.09,110,Rain,light intensity shower rain
1523311200,3600,6.93,3.1,4.12,60,Clouds,broken clouds
1523314800,3600,6.99,3.54,3.6,50,Clouds,broken clouds
1523318400,3600,7.49,2.7,5.66,90,Clouds,broken clouds
1523322000,3600,7.92,2.15,7.2,80,Clouds,broken clouds
1523325600,3600,7.45,2.17,6.69,70,Clouds,broken clouds
1523329200,3600,7.03,0.93,7.72,70,Clouds,broken clouds
1523332800,3600,7.01,1.4,6.69,70,Clouds,broken clouds
1523336400,3600,7.04,1.44,6.69,70,Drizzle,light intensity drizzle rain
1523340000,3600,7.06,1.1,7.2,70,Drizzle,light intensity drizzle
1523343600,3600,7.11,1.03,7.72,70,Clouds,broken clouds
1523347200,3600,7.12,0.46,8.23,70,Drizzle,light intensity drizzle rain
1523350800,3600,7.13,0.47,8.23,70,Clouds,broken clouds
1523354400,3600,7.07,0.98,7.72,60,Drizzle,light intensity drizzle
1523358000,3600,7.06,1.1,7.2,60,Drizzle,light intensity drizzle
1523361600,3600,7.54,2.04,6.69,20,Drizzle,light intensity drizzle rain
1523365200,3600,7.03,2.02,6.17,30,Drizzle,light intensity drizzle
1523368800,3600,7.0,1.98,6.17,40,Drizzle,light intensity drizzle rain
1523372400,3600,6.94,1.32,6.69,30,Drizzle,light intensity drizzle rain
1523376000,3600,6.93,0.58,7.72,40,Drizzle,light intensity drizzle rain
1523379600,3600,6.9,0.91,7.2,30,Clouds,broken clouds
1523383200,3600,6.44,0.93,6.7,30,Drizzle,light intensity drizzle
1523386800,3600,6.44,1.63,5.7,30,Drizzle,light intensity drizzle
1523390400,3600,6.89,2.7,4.63,30,Drizzle,light intensity drizzle
1523394000,3600,6.9,2.71,4.63,40,Drizzle,light intensity drizzle
1523397600,3600,6.96,3.14,4.12,40,Drizzle,light intensity drizzle
1523401200,3600,6.96,3.01,4.63,60,Drizzle,light intensity drizzle
1523404800,3600,6.98,3.39,4.12,40,Mist,mist
1523408400,3600,6.98,3.04,4.63,60,Mist,mist
1523412000,3600,6.97,3.38,4.12,50,Mist,mist
1523415600,3600,6.97,3.75,3.6,30,Clouds,broken clouds
1523419200,3600,6.97,3.38,4.12,60,Clouds,broken clouds
1523422800,3600,7.0,3.78,3.6,50,Clouds,broken clouds
1523426400,3600,7.0,3.06,4.63,60,Mist,mist
1523430000,3600,7.49,3.07,5.14,70,Mist,mist
1523433600,3600,7.9,4.65,3.6,60,Mist,mist
1523437200,3600,7.91,4.29,4.12,60,Mist,mist
1523440800,3600,7.5,1.64,7.2,60,Mist,mist
1523444400,3600,7.28,1.37,7.2,50,Clouds,overcast clouds
1523448000,3600,7.14,1.56,6.69,50,Clouds,broken clouds
1523451600,3600,7.74,1.36,7.72,40,Clouds,broken clouds
1523455200,3600,7.75,2.09,6.69,40,Clouds,broken clouds
1523458800,3600,7.8,2.52,6.17,60,Clouds,overcast clouds
1523462400,3600,7.71,2.76,5.66,60,Clouds,broken clouds
1523466000,3600,7.11,2.24,5.66,50,Clouds,broken clouds
1523469600,3600,6.9,1.27,6.69,60,Clouds,broken clouds
1523473200,3600,6.93,2.39,5.14,60,Clouds,broken clouds
1523476800,3600,6.94,1.68,6.17,70,Drizzle,light intensity drizzle
1523480400,3600,6.97,2.3,5.66,70,Drizzle,light intensity drizzle
1523484000,3600,7.0,1.98,6.17,70,Drizzle,light intensity drizzle
1523487600,3600,7.0,2.7,5.14,70,Drizzle,light intensity drizzle
1523491200,3600,7.01,1.63,6.69,80,Drizzle,light intensity drizzle
1523494800,3600,7.0,1.75,6.17,80,Drizzle,light intensity drizzle rain
1523498400,3600,6.95,0.97,7.2,90,Drizzle,light intensity drizzle
1523502000,3600,6.54,0.83,6.69,80,Drizzle,light intensity drizzle
1523505600,3600,6.52,0.81,6.69,70,Drizzle,light intensity drizzle
1523509200,3600,6.05,1.18,5.66,70,Drizzle,light intensity drizzle
1523512800,3600,6.06,1.91,4.63,70,Drizzle,light intensity drizzle
1523516400,3600,6.06,1.56,5.14,70,Drizzle,light intensity drizzle
1523520000,3600,6.93,2.39,5.14,80,Drizzle,light intensity drizzle
1523523600,3600,6.95,2.77,4.63,90,Drizzle,light intensity drizzle
1523523600,3600,6.95,2.77,4.63,90,Mist,mist
1523527200,3600,6.99,3.41,4.12,80,Drizzle,light intensity drizzle
1523527200,3600,6.99,3.41,4.12,80,Mist,mist
1523530800,3600,7.01,2.84,4.63,80,Drizzle,light intensity drizzle
1523530800,3600,7.01,2.84,4.63,80,Mist,mist
1523534400,3600,7.03,2.87,4.63,70,Drizzle,light intensity drizzle
1523534400,3600,7.03,2.87,4.63,70,Mist,mist
1523538000,3600,7.04,2.75,5.14,80,Drizzle,light intensity drizzle
1523541600,3600,7.02,2.85,4.63,70,Clouds,broken clouds
1523545200,3600,6.99,3.17,4.12,60,Clouds,broken clouds
1523548800,3600,6.99,2.82,4.63,60,Clouds,broken clouds
1523552400,3600,7.0,2.83,4.63,60,Clouds,broken clouds
1523556000,3600,6.98,3.16,4.12,60,Clouds,broken clouds
1523559600,3600,6.98,3.16,4.12,60,Clouds,broken clouds
1523563200,3600,6.94,3.48,3.6,50,Clouds,broken clouds
1523566800,3600,6.94,3.48,3.6,60,Drizzle,light intensity drizzle
1523570400,3600,6.93,3.1,4.12,50,Drizzle,light intensity drizzle
1523574000,3600,6.94,3.84,3.09,50,Drizzle,light intensity drizzle
1523577600,3600,6.95,3.13,4.12,60,Drizzle,light intensity drizzle rain
1523581200,3600,6.94,3.48,3.6,60,Drizzle,light intensity drizzle rain
1523584800,3600,6.94,3.84,3.09,40,Drizzle,light intensity drizzle
1523588400,3600,6.49,3.52,3.09,40,Drizzle,light intensity drizzle
1523592000,3600,6.47,3.85,2.57,20,Clouds,broken clouds
1523595600,3600,6.07,2.65,3.6,30,Drizzle,light intensity drizzle
1523599200,3600,6.07,3.0,3.09,20,Drizzle,light intensity drizzle
1523602800,3600,6.08,2.3,4.12,10,Drizzle,light intensity drizzle
1523606400,3600,6.09,2.31,4.12,30,Drizzle,light intensity drizzle
1523610000,3600,6.96,3.86,3.09,50,Drizzle,light intensity drizzle
1523613600,3600,7.06,4.67,2.1,30,Clouds,broken clouds
1523617200,3600,7.52,5.62,1.54,0,Clouds,broken clouds
1523620800,3600,8.42,6.51,1.54,0,Clouds,broken clouds
1523624400,3600,8.48,7.52,0.51,0,Clouds,broken clouds
1523628000,3600,8.5,6.96,1.03,0,Clouds,broken clouds
1523631600,3600,8.5,5.38,3.6,160,Clouds,broken clouds
1523635200,3600,8.51,5.75,3.09,160,Drizzle,light intensity drizzle
1523635200,3600,8.51,5.75,3.09,160,Mist,mist
1523638800,3600,8.91,6.96,2.06,140,Drizzle,light intensity drizzle
1523638800,3600,8.91,6.96,2.06,140,Mist,mist
1523642400,3600,8.9,6.6,2.57,130,Clouds,broken clouds
1523646000,3600,7.66,3.63,4.63,120,Mist,mist
1523649600,3600,7.66,4.71,3.09,130,Mist,mist
1523653200,3600,7.67,4.96,3.09,130,Clouds,broken clouds
1523656800,3600,7.99,5.36,3.09,130,Clouds,broken clouds
1523660400,3600,7.59,5.35,2.06,150,Clouds,broken clouds
1523664000,3600,8.42,6.14,2.06,170,Clouds,broken clouds
1523667600,3600,8.37,4.07,4.63,210,Clouds,few clouds
1523671200,3600,7.95,4.83,2.57,170,Clear,sky is clear
1523674800,3600,6.58,2.85,3.6,200,Clouds,scattered clouds
1523678400,3600,6.5,3.3,3.09,150,Clouds,broken clouds
1523682000,3600,6.51,5.12,0.51,0,Clouds,overcast clouds
1523685600,3600,6.56,4.1,2.06,120,Clouds,scattered clouds
1523689200,3600,8.76,5.7,3.6,110,Clouds,scattered clouds
1523692800,3600,10.56,6.04,5.66,150,Clouds,broken clouds
1523696400,3600,10.67,6.54,5.14,150,Clouds,broken clouds
1523700000,3600,10.2,5.08,6.7,150,Clouds,broken clouds
1523703600,3600,11.08,5.6,7.2,160,Clouds,broken clouds
1523707200,3600,12.0,6.47,7.2,140,Clouds,broken clouds
1523710800,3600,11.64,5.94,7.72,140,Clouds,broken clouds
1523714400,3600,11.27,5.84,7.2,150,Clouds,broken clouds
1523718000,3600,11.73,6.14,7.2,140,Clouds,broken clouds
1523721600,3600,11.26,5.56,7.2,130,Clouds,broken clouds
1523725200,3600,11.22,5.15,7.72,130,Clouds,scattered clouds
1523728800,3600,10.8,6.08,5.66,140,Clouds,broken clouds
1523732400,3600,9.46,4.54,6.17,140,Clouds,broken clouds
1523736000,3600,9.76,5.63,5.14,140,Clouds,broken clouds
1523739600,3600,8.87,5.12,4.63,130,Clouds,broken clouds
1523743200,3600,8.5,4.66,4.63,130,Clouds,broken clouds
1523746800,3600,9.39,4.09,6.69,120,Clouds,broken clouds
1523750400,3600,8.91,4.81,5.14,130,Clouds,broken clouds
1523754000,3600,8.5,4.56,5.14,140,Clouds,broken clouds
1523757600,3600,8.45,2.8,7.2,140,Clouds,broken clouds
1523761200,3600,8.42,1.68,8.75,140,Fog,fog
1523764800,3600,8.44,3.14,6.7,130,Mist,mist
1523768400,3600,8.43,2.41,7.72,120,Clouds,broken clouds
1523772000,3600,8.89,1.67,9.26,150,Clouds,broken clouds
1523775600,3600,8.89,1.18,10.29,140,Rain,light rain
1523779200,3600,9.29,1.67,10.29,140,Drizzle,light intensity drizzle rain
1523782800,3600,8.45,1.61,9.26,130,Drizzle,light intensity drizzle rain
1523786400,3600,9.37,1.77,10.29,140,Drizzle,light intensity drizzle rain
1523790000,3600,9.45,1.52,10.8,140,Drizzle,light intensity drizzle rain
1523793600,3600,9.46,1.53,10.8,140,Drizzle,light intensity drizzle rain
1523797200,3600,9.86,2.75,9.77,150,Rain,light rain
1523800800,3600,9.85,3.09,9.26,140,Rain,light rain
1523804400,3600,10.67,4.84,8.23,140,Drizzle,light intensity drizzle rain
1523808000,3600,11.06,4.62,9.26,140,Drizzle,light intensity drizzle
1523811600,3600,10.67,5.2,7.72,140,Clouds,broken clouds
1523815200,3600,9.83,4.15,7.72,140,Clouds,broken clouds
1523818800,3600,9.8,4.83,6.69,140,Clouds,broken clouds
1523822400,3600,9.38,6.47,3.6,130,Clouds,broken clouds
1523826000,3600,9.81,7.12,3.09,140,Clouds,broken clouds
1523829600,3600,9.77,5.44,5.14,210,Clouds,broken clouds
1523833200,3600,9.77,2.91,8.75,210,Clouds,broken clouds
1523836800,3600,9.76,3.98,7.2,210,Clouds,broken clouds
1523840400,3600,9.34,3.83,6.69,210,Clouds,broken clouds
1523844000,3600,8.92,3.74,6.69,220,Rain,light rain
1523847600,3600,8.9,3.49,6.69,230,Rain,light rain
1523851200,3600,8.38,3.36,5.66,220,Clouds,broken clouds
1523854800,3600,7.47,3.2,4.63,220,Clouds,scattered clouds
1523858400,3600,7.45,2.8,4.63,200,Clouds,few clouds
1523862000,3600,7.95,3.03,5.14,190,Clouds,few clouds
1523865600,3600,9.33,3.2,6.69,200,Clouds,few clouds
1523869200,3600,10.71,4.3,7.2,190,Clouds,scattered clouds
1523872800,3600,10.8,4.41,7.2,180,Clouds,broken clouds
1523876400,3600,12.1,4.32,9.26,180,Clouds,broken clouds
1523880000,3600,12.05,4.8,8.75,190,Clouds,broken clouds
1523883600,3600,11.71,4.4,8.75,180,Clouds,broken clouds
1523887200,3600,11.68,4.36,8.75,180,Clouds,broken clouds
1523890800,3600,11.65,3.97,9.26,170,Clouds,broken clouds
1523894400,3600,11.0,3.56,9.3,160,Clouds,broken clouds
1523898000,3600,10.74,3.13,9.77,170,Clouds,overcast clouds
1523901600,3600,10.25,2.78,9.77,160,Clouds,broken clouds
1523905200,3600,10.25,1.34,11.83,160,Clouds,broken clouds
1523908800,3600,9.87,-0.01,13.38,170,Rain,light rain
1523912400,3600,10.28,1.59,11.83,170,Rain,light rain
1523916000,3600,10.26,0.84,12.86,170,Rain,light rain
1523919600,3600,10.3,1.97,11.32,150,Rain,light rain
1523923200,3600,10.34,2.38,10.8,160,Rain,light rain
1523926800,3600,11.19,3.08,11.32,140,Rain,light rain
1523930400,3600,11.19,4.88,8.75,140,Rain,light rain
1523934000,3600,11.65,6.31,7.2,160,Rain,light rain
1523937600,3600,11.27,6.2,6.69,180,Rain,light rain
1523941200,3600,11.29,3.08,10.8,200,Rain,light rain
1523944800,3600,10.82,3.94,8.75,200,Clouds,broken clouds
1523948400,3600,11.28,6.31,6.17,180,Clouds,broken clouds
1523952000,3600,11.32,5.18,8.23,190,Clouds,broken clouds
1523955600,3600,12.21,5.69,8.75,190,Clouds,scattered clouds
1523959200,3600,12.68,4.6,10.8,210,Clouds,scattered clouds
1523962800,3600,13.61,4.05,12.86,210,Clouds,scattered clouds
1523966400,3600,14.61,5.06,12.86,210,Clouds,scattered clouds
1523970000,3600,14.65,4.39,13.89,200,Clouds,scattered clouds
1523973600,3600,15.11,6.17,11.83,210,Clouds,scattered clouds
1523977200,3600,14.65,5.24,12.35,200,Clouds,scattered clouds
1523980800,3600,14.64,5.82,11.83,200,Clouds,broken clouds
1523984400,3600,13.73,5.27,11.32,210,Clouds,broken clouds
1523988000,3600,12.77,5.54,9.26,200,Clouds,broken clouds
1523991600,3600,12.29,3.52,11.32,200,Clouds,scattered clouds
1523995200,3600,11.36,4.02,9.26,190,Clouds,few clouds
1523998800,3600,11.32,6.14,6.17,180,Clouds,few clouds
1524002400,3600,10.8,5.0,7.2,170,Clouds,scattered clouds
1524006000,3600,10.81,7.17,4.12,190,Clouds,broken clouds
1524009600,3600,10.83,5.3,7.2,160,Clouds,broken clouds
1524013200,3600,10.84,7.46,4.12,180,Clouds,broken clouds
1524016800,3600,11.23,7.81,4.63,160,Fog,fog
1524020400,3600,10.4,6.67,5.14,160,Drizzle,light intensity drizzle
1524024000,3600,10.8,8.61,3.09,140,Drizzle,light intensity drizzle
1524027600,3600,10.8,8.61,3.09,130,Clouds,broken clouds
1524031200,3600,11.48,8.58,3.6,120,Clouds,broken clouds
1524034800,3600,12.53,6.69,8.23,210,Clouds,broken clouds
1524038400,3600,12.99,6.78,8.23,210,Clouds,broken clouds
1524042000,3600,13.41,9.35,5.66,190,Clouds,broken clouds
1524045600,3600,13.44,8.56,7.2,160,Clouds,broken clouds
1524049200,3600,14.26,8.85,8.75,160,Clouds,broken clouds
1524052800,3600,14.07,8.65,8.23,160,Clouds,broken clouds
1524056400,3600,15.86,11.03,7.72,150,Clouds,broken clouds
1524060000,3600,16.33,9.89,9.77,150,Clouds,broken clouds
1524063600,3600,16.87,11.05,8.75,140,Clouds,broken clouds
1524067200,3600,15.94,10.41,8.75,140,Clouds,broken clouds
1524070800,3600,15.97,10.15,8.75,160,Clouds,few clouds
1524074400,3600,16.38,8.8,10.29,180,Clouds,few clouds
1524078000,3600,15.41,8.56,9.26,180,Clouds,few clouds
1524081600,3600,13.64,7.48,7.72,190,Clouds,scattered clouds
1524085200,3600,13.07,6.51,8.75,170,Clouds,broken clouds
1524088800,3600,13.03,7.18,7.72,190,Clouds,broken clouds
1524092400,3600,12.14,7.77,5.66,190,Clouds,broken clouds
1524096000,3600,12.13,10.87,1.54,0,Clouds,broken clouds
1524099600,3600,11.26,8.7,3.09,100,Clouds,broken clouds
1524103200,3600,11.61,9.5,2.57,130,Clouds,broken clouds
1524106800,3600,10.29,7.72,3.09,120,Clouds,broken clouds
1524110400,3600,9.36,7.52,2.06,110,Clouds,broken clouds
1524114000,3600,9.76,8.02,2.06,130,Clouds,broken clouds
1524117600,3600,10.68,8.1,3.6,120,Clouds,broken clouds
1524121200,3600,11.59,8.58,4.63,150,Clouds,broken clouds
1524124800,3600,12.95,9.38,5.14,150,Clouds,broken clouds
1524128400,3600,13.92,10.45,4.63,150,Clouds,broken clouds
1524132000,3600,13.62,9.0,6.17,200,Clouds,broken clouds
1524135600,3600,14.91,9.53,7.72,240,Clouds,broken clouds
1524139200,3600,15.47,9.36,8.23,230,Clouds,broken clouds
1524142800,3600,16.38,10.48,8.23,230,Clouds,scattered clouds
1524146400,3600,16.81,11.96,6.17,210,Clouds,scattered clouds
1524150000,3600,16.9,12.49,5.66,230,Clouds,scattered clouds
1524153600,3600,17.27,13.4,4.63,200,Clouds,scattered clouds
1524157200,3600,16.85,14.59,2.57,220,Clouds,scattered clouds
1524160800,3600,15.27,12.06,3.6,240,Clouds,scattered clouds
1524164400,3600,14.48,10.88,4.63,240,Clouds,scattered clouds
1524168000,3600,12.71,8.48,5.66,250,Clouds,scattered clouds
1524171600,3600,11.3,8.66,3.6,240,Clouds,scattered clouds
1524175200,3600,11.17,7.87,4.12,250,Clouds,scattered clouds
1524178800,3600,10.88,6.62,5.7,240,Clouds,few clouds
1524182400,3600,10.25,4.94,6.69,250,Clouds,few clouds
1524186000,3600,8.96,4.81,4.63,250,Clouds,few clouds
1524189600,3600,8.09,4.3,4.12,250,Clouds,scattered clouds
1524193200,3600,8.02,3.86,4.63,260,Clouds,scattered clouds
1524196800,3600,6.74,3.04,3.6,260,Clouds,few clouds
1524200400,3600,7.08,4.0,3.09,250,Clouds,few clouds
1524204000,3600,6.7,3.19,3.6,250,Clouds,few clouds
1524207600,3600,9.3,5.42,4.63,250,Clouds,few clouds
1524211200,3600,10.33,6.84,4.12,240,Clouds,few clouds
1524214800,3600,11.75,7.38,5.14,270,Clouds,few clouds
1524218400,3600,12.7,8.34,5.14,260,Clouds,scattered clouds
1524222000,3600,13.2,8.84,5.66,270,Clouds,scattered clouds
1524225600,3600,14.54,9.79,5.66,250,Clouds,broken clouds
1524229200,3600,15.01,10.5,5.14,280,Clouds,scattered clouds
1524232800,3600,15.94,11.44,5.14,240,Clouds,scattered clouds
1524236400,3600,15.96,11.23,5.14,130,Clouds,scattered clouds
1524240000,3600,15.5,11.09,5.14,140,Clouds,scattered clouds
1524243600,3600,14.54,10.73,4.63,140,Clouds,scattered clouds
