dt,timezone,temp,feels_like,wind_speed,wind_deg,weather_main,weather_description
1514764800,0,4.15,-6.49,12.86,240,Rain,light intensity shower rain
1514768400,0,4.14,-5.79,11.83,240,Rain,light intensity shower rain
1514772000,0,4.61,-5.77,12.35,240,Clouds,scattered clouds
1514775600,0,4.64,-5.73,12.35,240,Clouds,scattered clouds
1514779200,0,5.04,-4.91,11.83,240,Clouds,scattered clouds
1514782800,0,5.0,-3.15,9.26,240,Clouds,broken clouds
1514786400,0,4.57,-2.21,7.2,240,Clouds,broken clouds
1514790000,0,4.11,-1.5,5.66,230,Clouds,broken clouds
1514793600,0,4.05,-2.29,6.69,240,Clouds,broken clouds
1514797200,0,4.08,-2.98,7.72,240,Clouds,scattered clouds
1514800800,0,5.02,-3.49,9.77,240,Clouds,scattered clouds
1514804400,0,6.01,-4.14,12.35,260,Clouds,scattered clouds
1514808000,0,7.01,-3.12,12.35,270,Clouds,broken clouds
1514811600,0,7.43,-2.82,12.86,280,Rain,light intensity shower rain
1514815200,0,6.65,-3.38,12.35,280,Clouds,scattered clouds
1514818800,0,6.63,-2.85,11.83,290,Rain,light intensity shower rain
1514822400,0,6.18,-2.85,10.8,280,Clouds,scattered clouds
1514826000,0,5.66,-2.38,9.26,280,Clouds,few clouds
1514829600,0,5.22,-0.92,6.69,280,Clouds,few clouds
1514833200,0,5.18,-2.05,8.23,270,Clouds,scattered clouds
1514836800,0,5.14,-2.27,8.23,260,Clouds,scattered clouds
1514840400,0,4.27,-3.64,8.75,260,Clouds,scattered clouds
1514844000,0,3.38,-3.95,7.72,260,Clouds,scattered clouds
1514847600,0,4.18,-2.82,7.2,260,Clouds,scattered clouds
1514851200,0,3.71,-2.28,5.66,240,Clouds,scattered clouds
1514854800,0,4.03,-2.27,6.17,250,Clouds,broken clouds
1514858400,0,4.44,0.35,3.09,190,Clouds,broken clouds
1514862000,0,4.44,0.35,3.09,190,Clouds,broken clouds
1514865600,0,4.9,1.6,2.06,170,Clouds,broken clouds
1514869200,0,5.83,0.52,5.14,150,Clouds,broken clouds
1514872800,0,6.02,2.36,3.09,160,Rain,light rain
1514876400,0,6.59,1.26,6.17,140,Rain,light rain
1514880000,0,7.5,3.23,4.63,160,Rain,light rain
1514883600,0,8.93,2.08,8.75,220,Rain,light rain
1514887200,0,8.97,0.69,10.8,230,Clouds,scattered clouds
1514890800,0,9.03,1.49,9.77,250,Clouds,broken clouds
1514894400,0,9.48,-0.2,12.35,250,Clouds,broken clouds
1514898000,0,9.46,0.87,10.8,240,Clouds,broken clouds
1514901600,0,9.45,1.21,10.29,240,Rain,light rain
1514905200,0,8.58,1.65,8.75,220,Rain,light rain
1514908800,0,8.08,3.42,5.66,210,Rain,light rain
1514912400,0,8.07,2.84,6.17,190,Clouds,broken clouds
1514916000,0,9.34,5.11,5.14,170,Rain,light rain
1514919600,0,10.48,-0.17,14.4,230,Clouds,broken clouds
1514923200,0,8.86,-5.09,18.01,250,Clouds,few clouds
1514926800,0,8.06,-6.21,18.52,260,Clouds,broken clouds
1514930400,0,6.56,-6.53,16.46,250,Clouds,broken clouds
1514934000,0,5.68,-5.78,14.4,260,Rain,light intensity shower rain
1514937600,0,5.18,-3.85,10.8,260,Rain,light intensity shower rain
1514941200,0,5.14,-5.51,12.86,260,Clouds,scattered clouds
1514944800,0,5.16,-6.39,14.4,250,Clouds,scattered clouds
1514948400,0,5.53,-5.24,13.38,260,Rain,light intensity shower rain
1514952000,0,5.18,-6.01,13.89,260,Rain,light intensity shower rain
1514955600,0,5.19,-3.83,10.8,250,Clouds,scattered clouds
1514959200,0,6.03,-2.84,10.8,250,Rain,light intensity shower rain
1514962800,0,6.15,-6.49,15.95,260,Clouds,scattered clouds
1514966400,0,7.0,-4.41,14.4,260,Clouds,broken clouds
1514970000,0,6.99,-3.15,12.35,250,Clouds,few clouds
1514973600,0,6.61,-3.59,12.35,250,Clouds,few clouds
1514977200,0,7.09,-3.03,12.35,250,Clouds,broken clouds
1514980800,0,7.13,-2.45,11.83,250,Rain,light intensity shower rain
1514984400,0,8.01,-2.67,13.38,250,Rain,proximity shower rain
1514988000,0,8.01,-2.3,12.86,250,Rain,proximity shower rain
1514991600,0,7.62,-3.13,13.38,250,Rain,light intensity shower rain
1514995200,0,8.0,-3.04,13.89,250,Clouds,broken clouds
1514998800,0,8.01,-2.67,13.38,250,Clouds,broken clouds
1515002400,0,7.04,-2.56,11.83,250,Clouds,broken clouds
1515006000,0,7.03,-2.94,12.35,260,Clouds,broken clouds
1515009600,0,7.04,-2.2,11.32,260,Clouds,scattered clouds
1515013200,0,7.01,-1.32,9.77,250,Clouds,scattered clouds
1515016800,0,6.05,-2.65,10.29,250,Clouds,scattered clouds
1515020400,0,6.07,-1.18,8.23,240,Clouds,scattered clouds
1515024000,0,6.06,0.07,6.69,230,Clouds,broken clouds
1515027600,0,6.03,0.76,5.66,230,Clouds,broken clouds
1515031200,0,5.59,-1.02,7.2,230,Rain,light rain
1515034800,0,4.22,0.95,2.57,190,Rain,moderate rain
1515038400,0,4.1,-0.99,5.14,140,Rain,moderate rain
1515042000,0,4.17,-1.63,6.17,120,Drizzle,rain and drizzle
1515045600,0,5.25,-2.87,9.77,140,Drizzle,rain and drizzle
1515049200,0,7.02,0.57,8.23,150,Clouds,broken clouds
1515052800,0,7.69,4.99,3.09,160,Rain,light rain
1515056400,0,9.47,4.18,6.69,240,Rain,light rain
1515060000,0,9.04,3.3,7.2,240,Clouds,broken clouds
1515063600,0,5.22,-8.48,17.49,290,Clouds,broken clouds
1515067200,0,4.61,-7.76,15.43,290,Clouds,scattered clouds
1515070800,0,6.01,-4.14,12.35,280,Clouds,broken clouds
1515074400,0,6.55,-3.66,12.35,280,Clouds,broken clouds
1515078000,0,6.12,-2.57,10.29,270,Clouds,scattered clouds
1515081600,0,5.67,-2.91,9.77,260,Clouds,few clouds
1515085200,0,5.16,-1.52,7.2,260,Clouds,scattered clouds
1515088800,0,5.12,-2.84,9.26,250,Clouds,broken clouds
1515092400,0,5.07,-1.63,7.2,240,Clouds,scattered clouds
1515096000,0,4.2,-1.03,5.14,220,Clouds,broken clouds
1515099600,0,4.65,-0.68,5.14,230,Clouds,scattered clouds
1515103200,0,4.54,-0.8,5.14,230,Clouds,broken clouds
1515106800,0,4.09,-0.8,4.63,220,Clouds,broken clouds
1515110400,0,4.09,-0.08,3.6,220,Clouds,broken clouds
1515114000,0,4.06,0.96,2.06,230,Clouds,broken clouds
1515117600,0,4.01,0.18,3.09,260,Clouds,broken clouds
1515121200,0,3.63,-1.34,4.63,250,Clouds,broken clouds
1515124800,0,2.75,-1.63,3.6,290,Clouds,broken clouds
1515128400,0,2.23,-1.73,3.09,260,Clouds,broken clouds
1515132000,0,2.25,-2.07,3.6,260,Clouds,scattered clouds
1515135600,0,2.23,-2.45,4.12,270,Clouds,scattered clouds
1515139200,0,2.21,-2.11,3.6,260,Clouds,broken clouds
1515142800,0,2.59,-2.39,4.63,250,Clouds,broken clouds
1515146400,0,3.07,-1.99,4.63,250,Clouds,broken clouds
1515150000,0,3.56,-1.42,4.63,250,Clouds,broken clouds
1515153600,0,4.53,0.43,3.6,230,Clouds,broken clouds
1515157200,0,5.94,1.36,4.12,220,Clouds,broken clouds
1515160800,0,5.53,-0.19,5.66,230,Clouds,broken clouds
1515164400,0,5.46,1.34,3.6,220,Clouds,broken clouds
1515168000,0,5.01,0.82,3.6,210,Clouds,scattered clouds
1515171600,0,4.04,-0.3,3.6,190,Clouds,scattered clouds
1515175200,0,3.97,0.13,3.09,180,Clouds,broken clouds
1515178800,0,3.0,-0.99,3.09,150,Clouds,broken clouds
1515182400,0,3.22,-0.75,3.0,140,Clouds,scattered clouds
1515186000,0,2.49,-1.07,2.57,150,Clouds,scattered clouds
1515189600,0,1.31,-2.07,2.06,130,Clouds,broken clouds
1515193200,0,1.42,-0.7,0.51,0,Clouds,broken clouds
1515196800,0,0.94,-2.85,2.57,40,Clouds,scattered clouds
1515200400,0,0.86,-2.79,2.57,50,Clouds,broken clouds
1515204000,0,1.44,-3.0,3.6,50,Clouds,broken clouds
1515207600,0,2.82,-2.13,4.63,60,Clouds,broken clouds
1515211200,0,3.72,-2.68,6.69,60,Clouds,scattered clouds
1515214800,0,4.58,-2.2,7.2,50,Clouds,broken clouds
1515218400,0,4.98,-2.46,8.23,50,Clouds,broken clouds
1515222000,0,5.4,-1.97,8.23,50,Clouds,broken clouds
1515225600,0,5.42,-2.48,8.75,50,Clouds,broken clouds
1515229200,0,5.43,-3.19,9.77,50,Clouds,broken clouds
1515232800,0,5.96,-2.22,9.26,50,Clouds,broken clouds
1515236400,0,5.98,-2.19,9.26,60,Clouds,broken clouds
1515240000,0,5.98,-2.7,9.77,60,Clouds,broken clouds
1515243600,0,5.99,-3.41,10.8,50,Clouds,scattered clouds
1515247200,0,5.48,-2.92,9.26,50,Clouds,scattered clouds
1515250800,0,5.06,-4.48,10.8,40,Clouds,broken clouds
1515254400,0,5.03,-3.22,8.75,50,Clouds,broken clouds
1515258000,0,4.53,-3.65,8.75,40,Clouds,broken clouds
1515261600,0,4.51,-3.17,8.23,50,Clouds,broken clouds
1515265200,0,4.51,-1.72,6.17,60,Rain,light intensity shower rain
1515268800,0,4.11,-2.32,6.17,70,Clouds,broken clouds
1515272400,0,4.11,-2.9,7.2,50,Clouds,broken clouds
1515276000,0,3.61,-1.52,4.63,60,Clouds,few clouds
1515279600,0,3.24,-2.3,5.14,60,Clouds,few clouds
1515283200,0,2.76,-2.7,5.14,50,Clouds,scattered clouds
1515286800,0,3.17,-2.23,5.14,50,Clouds,scattered clouds
1515290400,0,3.13,-1.56,4.12,50,Clouds,scattered clouds
1515294000,0,2.26,-2.06,3.6,60,Clouds,few clouds
1515297600,0,1.41,-3.04,3.6,70,Clouds,scattered clouds
1515301200,0,1.03,-3.6,3.6,80,Clouds,scattered clouds
1515304800,0,0.58,-4.5,4.12,90,Clouds,scattered clouds
1515308400,0,1.59,-4.31,5.14,80,Clouds,scattered clouds
1515312000,0,2.42,-3.98,5.66,80,Clouds,broken clouds
1515315600,0,2.41,-3.63,5.14,90,Clouds,broken clouds
1515319200,0,4.79,-0.97,5.14,90,Clouds,broken clouds
1515322800,0,4.95,-1.36,6.17,100,Clouds,broken clouds
1515326400,0,5.41,-1.83,7.2,100,Clouds,broken clouds
1515330000,0,5.37,-0.67,5.66,100,Clouds,broken clouds
1515333600,0,5.02,-2.51,7.72,110,Clouds,broken clouds
1515337200,0,5.0,-1.45,6.17,90,Clouds,broken clouds
1515340800,0,4.05,-1.66,5.14,110,Clouds,broken clouds
1515344400,0,3.11,-2.73,5.14,100,Clouds,broken clouds
1515348000,0,1.83,-4.41,5.66,90,Clouds,broken clouds
1515351600,0,1.71,-4.79,6.17,100,Clouds,broken clouds
1515355200,0,2.12,-3.86,5.14,110,Clouds,broken clouds
1515358800,0,2.1,-4.0,5.14,100,Clouds,broken clouds
1515362400,0,1.57,-4.34,5.14,110,Clouds,scattered clouds
1515366000,0,1.61,-4.54,5.14,100,Clouds,scattered clouds
1515369600,0,1.06,-4.93,5.14,100,Clouds,scattered clouds
1515373200,0,0.56,-5.36,5.14,100,Clouds,scattered clouds
1515376800,0,-0.28,-6.3,5.14,100,Clouds,scattered clouds
1515380400,0,-0.28,-6.18,5.14,100,Clouds,scattered clouds
1515384000,0,0.19,-5.9,5.14,110,Clouds,scattered clouds
1515387600,0,-0.7,-5.69,3.6,120,Clouds,scattered clouds
1515391200,0,-0.7,-5.69,3.6,90,Clouds,scattered clouds
1515394800,0,-0.3,-4.89,3.09,100,Clouds,scattered clouds
1515398400,0,-0.29,-5.23,3.6,90,Clear,sky is clear
1515402000,0,-0.97,-6.1,3.6,90,Clear,sky is clear
1515405600,0,1.66,-3.88,4.63,100,Clouds,scattered clouds
1515409200,0,4.37,-2.05,5.66,120,Clouds,few clouds
1515412800,0,4.83,-2.15,6.69,140,Clouds,few clouds
1515416400,0,4.84,-1.99,6.69,140,Clouds,few clouds
1515420000,0,4.78,-1.78,6.69,130,Clouds,scattered clouds
1515423600,0,3.97,-3.06,7.2,150,Clouds,broken clouds
1515427200,0,3.5,-2.52,5.66,150,Clouds,broken clouds
1515430800,0,3.09,-3.59,6.7,140,Clouds,broken clouds
1515434400,0,3.51,-4.15,8.23,140,Clouds,broken clouds
1515438000,0,3.54,-2.88,6.69,140,Clouds,broken clouds
1515441600,0,3.57,-3.57,7.72,140,Clouds,broken clouds
1515445200,0,3.59,-3.18,7.2,150,Clouds,broken clouds
1515448800,0,3.59,-4.98,9.77,140,Clouds,broken clouds
1515452400,0,3.6,-4.26,8.75,150,Clouds,broken clouds
1515456000,0,3.62,-2.27,6.17,150,Clouds,broken clouds
1515459600,0,4.05,-3.01,7.72,160,Clouds,broken clouds
1515463200,0,4.08,-2.26,6.69,170,Clouds,broken clouds
1515466800,0,4.13,-1.67,6.17,140,Clouds,broken clouds
1515470400,0,4.6,-1.84,7.2,140,Drizzle,light intensity drizzle
1515474000,0,4.68,-1.55,7.2,160,Drizzle,light intensity drizzle
1515477600,0,5.14,-3.36,10.29,150,Drizzle,light intensity drizzle
1515481200,0,5.11,-1.96,8.23,160,Drizzle,light intensity drizzle
1515484800,0,5.09,-4.5,11.83,140,Drizzle,light intensity drizzle
1515488400,0,5.1,-2.69,9.26,140,Drizzle,light intensity drizzle
1515492000,0,5.05,-3.11,9.77,140,Drizzle,light intensity drizzle
1515495600,0,5.52,-3.06,10.8,140,Drizzle,light intensity drizzle
1515499200,0,6.08,-2.24,10.29,140,Drizzle,light intensity drizzle
1515502800,0,6.56,-0.22,8.23,140,Drizzle,light intensity drizzle
1515506400,0,6.61,0.42,7.72,140,Drizzle,light intensity drizzle
1515510000,0,7.48,0.17,9.26,140,Drizzle,light intensity drizzle
1515513600,0,7.49,-1.98,12.35,150,Drizzle,light intensity drizzle
1515517200,0,7.51,-1.23,11.32,150,Drizzle,light intensity drizzle rain
1515520800,0,7.99,-0.65,11.32,140,Drizzle,light intensity drizzle rain
1515524400,0,8.42,2.04,8.23,170,Drizzle,light intensity drizzle rain
1515528000,0,8.05,4.97,3.09,180,Clouds,broken clouds
1515531600,0,7.2,4.15,3.09,230,Clouds,broken clouds
1515535200,0,5.79,1.73,4.12,220,Clouds,broken clouds
1515538800,0,6.0,2.35,3.6,230,Clouds,broken clouds
1515542400,0,5.07,0.7,4.12,220,Clouds,broken clouds
1515546000,0,5.0,0.79,4.12,250,Clouds,scattered clouds
1515549600,0,4.44,-0.04,4.12,250,Clouds,scattered clouds
1515553200,0,4.02,0.72,2.57,260,Clouds,scattered clouds
1515556800,0,4.46,0.15,4.12,250,Clouds,broken clouds
1515560400,0,4.43,0.84,3.09,240,Clouds,broken clouds
1515564000,0,3.86,-0.55,4.12,250,Clouds,broken clouds
1515567600,0,3.48,-0.64,3.6,260,Clouds,few clouds
1515571200,0,2.54,0.29,0.51,0,Clouds,few clouds
1515574800,0,1.14,-1.03,0.51,360,Fog,fog
1515578400,0,2.48,-0.19,1.54,0,Clouds,few clouds
1515582000,0,5.53,3.23,1.54,130,Clouds,few clouds
1515585600,0,6.57,3.56,2.57,150,Clouds,few clouds
1515589200,0,6.2,2.76,3.09,60,Clouds,scattered clouds
1515592800,0,6.22,2.61,3.6,70,Clouds,broken clouds
1515596400,0,5.35,1.57,3.6,60,Fog,fog
1515600000,0,4.49,1.1,3.09,60,Fog,fog
1515603600,0,4.12,0.66,3.09,50,Fog,fog
1515607200,0,4.64,0.36,4.12,30,Fog,fog
1515610800,0,4.24,0.45,3.6,40,Fog,fog
1515614400,0,4.33,1.27,2.57,350,Fog,fog
1515618000,0,5.19,1.58,3.6,10,Clouds,broken clouds
1515621600,0,5.03,0.31,5.14,20,Fog,fog
1515625200,0,5.03,0.31,5.14,20,Fog,fog
1515628800,0,4.5,0.39,4.12,20,Mist,mist
1515628800,0,4.5,0.39,4.12,20,Fog,fog
1515632400,0,4.46,0.71,3.6,360,Mist,mist
1515632400,0,4.46,0.71,3.6,360,Fog,fog
1515636000,0,4.03,0.92,2.57,350,Mist,mist
1515639600,0,2.71,-0.64,2.57,320,Mist,mist
1515639600,0,2.71,-0.64,2.57,320,Fog,fog
1515643200,0,3.21,-0.42,3.09,330,Clouds,broken clouds
1515646800,0,3.24,-0.38,3.09,30,Clouds,broken clouds
1515650400,0,2.4,-1.0,2.57,360,Clouds,broken clouds
1515654000,0,2.36,-1.42,3.09,320,Clouds,broken clouds
1515657600,0,2.33,-0.73,2.06,280,Clouds,broken clouds
1515661200,0,1.44,-2.12,2.57,290,Clouds,scattered clouds
1515664800,0,1.86,-1.28,2.06,270,Clouds,broken clouds
1515668400,0,2.75,-1.32,3.6,270,Clouds,broken clouds
1515672000,0,3.72,0.0,3.09,270,Clouds,broken clouds
1515675600,0,4.17,0.17,3.6,280,Clouds,broken clouds
1515679200,0,3.78,0.44,2.57,290,Clouds,broken clouds
1515682800,0,3.79,0.8,2.06,300,Clouds,few clouds
1515686400,0,3.28,0.57,1.54,0,Fog,fog
1515690000,0,2.83,-0.5,2.57,240,Fog,fog
1515693600,0,1.89,-0.52,1.03,0,Fog,fog
1515697200,0,1.34,-1.32,1.03,0,Clouds,few clouds
1515700800,0,0.53,-1.73,0.51,360,Mist,mist
1515704400,0,-0.34,-3.82,2.06,140,Clouds,few clouds
1515708000,0,0.64,-3.77,3.6,140,Clouds,broken clouds
1515711600,0,1.2,-3.64,4.12,140,Clouds,scattered clouds
1515715200,0,1.26,-3.57,4.12,150,Clouds,broken clouds
1515718800,0,1.34,-3.12,3.6,150,Clouds,few clouds
1515722400,0,1.72,-3.76,5.14,150,Clouds,few clouds
1515726000,0,3.79,-2.95,7.2,140,Clouds,scattered clouds
1515729600,0,3.4,-3.77,7.72,140,Clouds,broken clouds
1515733200,0,3.01,-3.13,6.17,150,Clouds,scattered clouds
1515736800,0,4.19,-2.29,6.69,140,Clouds,scattered clouds
1515740400,0,4.6,-2.54,7.72,140,Clouds,scattered clouds
1515744000,0,5.03,-1.68,7.2,150,Clouds,broken clouds
1515747600,0,5.93,-0.81,7.2,180,Clouds,broken clouds
1515751200,0,6.94,1.12,6.17,150,Clouds,broken clouds
1515754800,0,7.85,0.75,8.23,150,Clouds,broken clouds
1515758400,0,7.93,-0.05,9.26,160,Clouds,broken clouds
1515762000,0,7.95,0.69,8.23,150,Clouds,broken clouds
1515765600,0,7.96,0.51,8.75,150,Clouds,broken clouds
1515769200,0,7.97,1.07,8.23,150,Clouds,broken clouds
1515772800,0,7.96,0.33,9.26,150,Clouds,broken clouds
1515776400,0,7.97,2.51,6.17,150,Clouds,broken clouds
1515780000,0,7.99,0.01,9.77,160,Clouds,broken clouds
1515783600,0,8.0,-0.85,11.32,140,Clouds,broken clouds
1515787200,0,7.99,-0.86,11.32,150,Clouds,broken clouds
1515790800,0,7.97,-0.16,10.29,150,Clouds,broken clouds
1515794400,0,7.97,-1.82,12.35,150,Clouds,broken clouds
1515798000,0,7.49,0.54,8.75,150,Clouds,broken clouds
1515801600,0,7.96,-1.47,11.83,160,Clouds,broken clouds
1515805200,0,7.47,-0.2,9.77,150,Drizzle,light intensity drizzle
1515808800,0,7.47,-0.56,10.29,150,Clouds,broken clouds
1515812400,0,7.96,-0.02,9.77,140,Drizzle,light intensity drizzle
1515816000,0,7.46,0.66,8.23,150,Clouds,broken clouds
1515819600,0,7.45,-1.15,10.8,150,Clouds,broken clouds
1515823200,0,7.05,-3.07,12.86,140,Drizzle,light intensity drizzle
1515826800,0,7.44,0.12,9.26,140,Drizzle,light intensity drizzle
1515830400,0,7.43,-0.97,10.8,140,Drizzle,light intensity drizzle
1515834000,0,7.43,-0.61,10.29,150,Drizzle,light intensity drizzle
1515837600,0,7.41,-1.71,11.83,150,Drizzle,light intensity drizzle
1515841200,0,7.41,-0.63,10.29,150,Drizzle,light intensity drizzle
1515844800,0,8.28,1.65,8.23,160,Drizzle,light intensity drizzle
1515848400,0,8.32,2.42,7.2,150,Drizzle,light intensity drizzle
1515852000,0,7.99,1.66,7.72,150,Drizzle,light intensity drizzle
1515855600,0,7.92,1.43,8.23,150,Drizzle,light intensity drizzle
1515859200,0,8.0,0.95,8.75,150,Drizzle,light intensity drizzle
1515862800,0,7.56,0.51,9.26,150,Drizzle,light intensity drizzle
1515866400,0,8.0,2.25,7.2,150,Drizzle,light intensity drizzle
1515870000,0,7.55,3.38,5.14,150,Clouds,broken clouds
1515873600,0,7.13,4.07,3.09,140,Clouds,broken clouds
1515877200,0,5.56,1.82,3.6,140,Clouds,scattered clouds
1515880800,0,6.31,2.35,4.12,160,Clouds,scattered clouds
1515884400,0,6.31,2.94,3.6,140,Clouds,broken clouds
1515888000,0,6.32,3.09,3.09,160,Clouds,broken clouds
1515891600,0,5.09,1.98,2.57,150,Clouds,scattered clouds
1515895200,0,4.54,1.69,2.06,170,Clouds,few clouds
1515898800,0,2.38,-0.31,1.54,0,Clouds,few clouds
1515902400,0,4.06,0.04,3.6,160,Clouds,few clouds
1515906000,0,3.68,-0.4,3.6,170,Clouds,few clouds
1515909600,0,4.14,0.33,3.09,170,Clouds,few clouds
1515913200,0,2.05,-1.72,2.57,200,Clouds,few clouds
1515916800,0,2.47,-0.73,2.06,180,Clouds,few clouds
1515920400,0,3.19,-0.44,3.09,170,Clouds,few clouds
1515924000,0,4.54,1.33,2.57,210,Clouds,few clouds
1515927600,0,6.63,3.99,2.06,200,Clouds,scattered clouds
1515931200,0,7.96,4.12,3.6,220,Clouds,broken clouds
1515934800,0,7.97,1.61,7.2,210,Clouds,broken clouds
1515938400,0,7.97,1.79,6.69,200,Clouds,broken clouds
1515942000,0,7.96,0.7,8.23,190,Clouds,overcast clouds
1515945600,0,7.96,0.69,8.75,210,Clouds,broken clouds
1515949200,0,7.97,1.42,7.72,210,Clouds,broken clouds
1515952800,0,7.06,-0.18,8.75,200,Rain,light rain
1515956400,0,7.05,-0.91,9.77,200,Drizzle,light intensity drizzle
1515960000,0,7.96,-0.53,10.8,200,Clouds,broken clouds
1515963600,0,8.0,-0.27,10.8,210,Drizzle,light intensity drizzle
1515967200,0,8.91,1.7,9.26,220,Drizzle,light intensity drizzle
1515970800,0,8.95,0.53,11.32,220,Drizzle,light intensity drizzle
1515974400,0,9.0,0.59,11.32,240,Clouds,broken clouds
1515978000,0,9.07,2.39,9.26,240,Drizzle,light intensity drizzle
1515981600,0,9.53,2.34,9.77,250,Clouds,broken clouds
1515985200,0,9.05,3.08,8.23,250,Drizzle,light intensity drizzle
1515988800,0,9.03,2.79,8.23,250,Drizzle,light intensity drizzle
1515992400,0,9.01,3.49,7.2,250,Clouds,broken clouds
1515996000,0,9.0,3.48,7.2,240,Drizzle,light intensity drizzle
1515999600,0,8.51,2.15,8.23,250,Drizzle,light intensity drizzle
1516003200,0,8.01,1.17,8.75,260,Drizzle,light intensity drizzle
1516006800,0,7.12,1.53,6.69,270,Clouds,scattered clouds
1516010400,0,7.07,-0.53,9.26,270,Clouds,scattered clouds
1516014000,0,7.03,-1.65,10.8,270,Clouds,scattered clouds
1516017600,0,7.0,-0.81,9.26,260,Clouds,broken clouds
1516021200,0,6.97,-2.09,10.8,270,Clouds,broken clouds
1516024800,0,6.51,-0.12,7.72,280,Rain,light intensity shower rain
1516028400,0,6.53,-2.96,11.32,260,Rain,proximity shower rain
1516032000,0,5.57,-4.29,11.83,270,Rain,proximity shower rain
1516035600,0,5.16,-3.15,9.77,260,Rain,proximity shower rain
1516039200,0,5.1,-2.32,8.23,260,Clouds,broken clouds
1516042800,0,5.08,-2.34,8.23,250,Clouds,broken clouds
1516046400,0,5.04,-2.39,8.23,250,Clouds,broken clouds
1516050000,0,4.17,-3.79,9.26,260,Rain,light intensity shower rain
1516053600,0,4.62,-2.15,7.2,250,Clouds,broken clouds
1516057200,0,3.21,-6.14,10.8,260,Clouds,broken clouds
1516060800,0,3.18,-5.46,9.77,260,Clouds,broken clouds
1516064400,0,3.13,-4.44,8.23,260,Clouds,broken clouds
1516068000,0,2.62,-5.03,8.23,260,Clouds,broken clouds
1516071600,0,3.05,-5.76,9.77,260,Clouds,broken clouds
1516075200,0,3.01,-4.94,8.75,250,Clouds,broken clouds
1516078800,0,1.75,-7.82,10.8,260,Clouds,broken clouds
1516082400,0,2.16,-7.72,11.32,260,Clouds,broken clouds
1516086000,0,1.77,-8.16,11.32,260,Clouds,broken clouds
1516089600,0,2.06,-6.75,9.77,250,Clouds,scattered clouds
1516093200,0,2.03,-6.78,9.77,250,Clouds,scattered clouds
1516096800,0,2.15,-5.56,8.23,240,Clouds,scattered clouds
1516100400,0,3.03,-5.63,9.77,250,Clouds,broken clouds
1516104000,0,2.54,-5.69,9.26,240,Snow, light shower sleet
1516107600,0,2.11,-5.83,8.75,260,Snow, light shower sleet
1516111200,0,1.31,-7.11,9.26,250,Clouds,broken clouds
1516114800,0,2.08,-6.01,8.75,240,Clouds,broken clouds
1516118400,0,1.64,-8.47,11.32,260,Clouds,broken clouds
1516122000,0,0.79,-8.43,10.29,250,Snow,light shower snow
1516125600,0,0.75,-6.68,7.72,240,Snow,light shower snow
1516129200,0,0.24,-7.98,8.75,240,Snow,light shower snow
1516132800,0,0.69,-7.25,8.23,240,Snow,light shower snow
1516136400,0,0.26,-8.31,9.26,250,Snow,light shower snow
1516140000,0,0.23,-9.42,10.8,250,Clouds,scattered clouds
1516143600,0,0.29,-8.86,10.29,260,Snow,light shower snow
1516147200,0,0.7,-8.02,9.77,250,Snow,light shower snow
1516150800,0,0.71,-8.16,9.77,260,Clouds,scattered clouds
1516154400,0,1.21,-8.31,10.8,260,Snow,light shower snow
1516158000,0,1.26,-8.97,11.83,260,Snow,light shower snow
1516161600,0,1.32,-8.18,10.8,260,Clouds,broken clouds
1516165200,0,1.82,-8.11,11.32,270,Clouds,broken clouds
1516168800,0,1.36,-7.05,9.26,270,Snow, light shower sleet
1516172400,0,1.82,-5.59,7.72,250,Clouds,broken clouds
1516176000,0,1.76,-4.8,6.69,240,Clouds,scattered clouds
1516179600,0,2.21,-5.66,8.23,250,Clouds,broken clouds
1516183200,0,2.23,-5.84,8.75,250,Clouds,broken clouds
1516186800,0,3.17,-5.62,9.77,250,Clouds,broken clouds
1516190400,0,4.1,-5.64,11.32,250,Clouds,broken clouds
1516194000,0,5.02,-3.3,9.26,250,Clouds,broken clouds
1516197600,0,4.69,-4.04,9.77,250,Clouds,broken clouds
1516201200,0,4.68,-3.52,9.26,250,Clouds,broken clouds
1516204800,0,4.61,-2.53,7.72,260,Rain,light rain
1516208400,0,4.09,-2.97,7.72,240,Clouds,broken clouds
1516212000,0,4.01,-1.81,6.17,220,Rain,light rain
1516215600,0,6.96,2.42,5.14,190,Rain,light rain
1516219200,0,4.07,-2.46,7.2,140,Drizzle,light intensity drizzle rain
1516222800,0,7.94,1.45,8.23,230,Drizzle,light intensity drizzle rain
1516226400,0,9.46,0.81,11.83,240,Drizzle,light intensity drizzle rain
1516230000,0,9.94,-0.48,13.89,250,Rain,light intensity shower rain
1516233600,0,8.94,-3.53,16.46,250,Clouds,broken clouds
1516237200,0,7.12,-6.43,17.49,280,Clouds,broken clouds
1516240800,0,3.85,-7.56,13.89,300,Clouds,broken clouds
1516244400,0,3.66,-3.82,8.23,290,Clouds,broken clouds
1516248000,0,4.1,-3.68,8.75,280,Rain,light intensity shower rain
1516251600,0,4.06,-2.28,6.69,280,Clouds,broken clouds
1516255200,0,3.68,-3.8,8.23,270,Clouds,scattered clouds
1516258800,0,3.22,-3.46,7.2,240,Clouds,scattered clouds
1516262400,0,3.59,-2.31,6.17,240,Clouds,broken clouds
1516266000,0,3.19,-3.86,7.72,250,Clouds,scattered clouds
