dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1483228800,2017-01-01 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.89,1.16,5,9.17,1019,,,93,5.1,330,,,,,75,500,Rain,light rain,10n
1483232400,2017-01-01 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.06,0.88,4.8,6.24,1019,,,93,4.1,310,,,,,75,500,Rain,light rain,10n
1483236000,2017-01-01 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.04,0.85,4.23,6.21,1019,,,93,4.1,320,,,,,75,803,Clouds,broken clouds,04n
1483239600,2017-01-01 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.59,-1.15,4,6.14,1019,,,93,6.2,330,,,,,75,803,Clouds,broken clouds,04n
1483243200,2017-01-01 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.15,-1.86,3.96,5.89,1019,,,86,6.2,330,,,,,75,803,Clouds,broken clouds,04n
1483246800,2017-01-01 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.24,-2.91,3,5.46,1020,,,86,6.2,330,,,,,40,802,Clouds,scattered clouds,03n
1483250400,2017-01-01 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.72,-2.99,2,5.19,1020,,,93,5.7,330,,,,,20,801,Clouds,few clouds,02n
1483254000,2017-01-01 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.33,-4.31,2,5.37,1020,,,86,6.7,330,,,,,20,801,Clouds,few clouds,02n
1483257600,2017-01-01 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.38,-3.9,2,5.71,1021,,,86,6.2,340,,,,,20,801,Clouds,few clouds,02n
1483261200,2017-01-01 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.83,-3.19,2,5.67,1022,,,80,5.7,350,,,,,20,801,Clouds,few clouds,02d
1483264800,2017-01-01 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.26,-2.54,3,5.8,1023,,,86,5.7,350,,,,,20,801,Clouds,few clouds,02d
1483268400,2017-01-01 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.16,-2.36,3.81,5.99,1023,,,80,6.7,350,,,,,40,802,Clouds,scattered clouds,03d
1483272000,2017-01-01 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.21,-2.3,4,6.11,1024,,,80,6.7,350,,,,,40,802,Clouds,scattered clouds,03d
1483275600,2017-01-01 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.08,-2.14,4.59,6.29,1024,,,75,7.7,360,,,,,20,801,Clouds,few clouds,02d
1483279200,2017-01-01 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.11,-2.11,4.74,6.41,1024,,,75,7.7,360,,,,,40,802,Clouds,scattered clouds,03d
1483282800,2017-01-01 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.1,-2.26,4.65,6.42,1025,,,70,7.7,350,,,,,40,802,Clouds,scattered clouds,03d
1483286400,2017-01-01 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.06,-1.11,4.27,6.39,1025,,,75,6.2,350,,,,,75,803,Clouds,broken clouds,04d
1483290000,2017-01-01 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.6,-1.5,4,6.35,1026,,,80,6.2,350,,,,,75,803,Clouds,broken clouds,04n
1483293600,2017-01-01 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.19,-1.21,3.81,6.24,1026,,,80,5.1,340,,,,,75,803,Clouds,broken clouds,04n
1483297200,2017-01-01 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.16,-1.66,3.6,6.18,1027,,,80,5.7,360,,,,,75,803,Clouds,broken clouds,04n
1483300800,2017-01-01 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.16,-1.66,3.62,6.2,1028,,,80,5.7,340,,,,,75,520,Rain,light intensity shower rain,09n
1483304400,2017-01-01 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.62,-3.16,3.7,6.22,1028,,,70,8.2,30,,,,,75,803,Clouds,broken clouds,04n
1483308000,2017-01-01 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5,-1.53,3.74,6.21,1029,,,75,6.7,30,,,,,75,520,Rain,light intensity shower rain,09n
1483311600,2017-01-01 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.97,-3.24,3.65,6.06,1030,,,80,9.3,30,,,,,75,803,Clouds,broken clouds,04n
1483315200,2017-01-02 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.96,-2.28,3.64,5.98,1030,,,75,7.7,20,,,,,75,803,Clouds,broken clouds,04n
1483318800,2017-01-02 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.95,-1.24,3.64,5.87,1031,,,75,6.2,20,,,,,75,803,Clouds,broken clouds,04n
1483322400,2017-01-02 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.93,-1.61,3.51,5.72,1031,,,75,6.7,30,,,,,40,802,Clouds,scattered clouds,03n
1483326000,2017-01-02 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.04,-1.51,3.09,5.51,1032,,,75,5.1,20,,,,,40,802,Clouds,scattered clouds,03n
1483329600,2017-01-02 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.15,-1.85,2.55,5.26,1032,,,74,4.1,20,,,,,20,801,Clouds,few clouds,02n
1483333200,2017-01-02 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.29,-2.33,2,5.13,1033,,,80,3.6,350,,,,,20,801,Clouds,few clouds,02n
1483336800,2017-01-02 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.97,-3.34,0,4.98,1033,,,86,3.1,300,,,,,20,801,Clouds,few clouds,02n
1483340400,2017-01-02 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.56,-5.21,0,4.84,1033,,,86,5.1,330,,,,,20,801,Clouds,few clouds,02n
1483344000,2017-01-02 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.29,-5.11,-2,4.51,1033,,,86,3.6,310,,,,,20,801,Clouds,few clouds,02n
1483347600,2017-01-02 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.16,-6.44,-3,4.26,1034,,,86,4.1,320,,,,,20,801,Clouds,few clouds,02d
1483351200,2017-01-02 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.1,-5.37,-1,4.42,1034,,,86,4.6,320,,,,,20,801,Clouds,few clouds,02d
1483354800,2017-01-02 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.46,-3.75,0,4.66,1034,,,74,4.1,320,,,,,20,801,Clouds,few clouds,02d
1483358400,2017-01-02 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.77,-2.28,2,4.83,1034,,,74,4.1,310,,,,,20,801,Clouds,few clouds,02d
1483362000,2017-01-02 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.66,-1.25,3,4.96,1034,,,75,4.1,310,,,,,20,801,Clouds,few clouds,02d
1483365600,2017-01-02 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.09,-0.62,3.83,5.16,1033,,,80,4.1,300,,,,,20,801,Clouds,few clouds,02d
1483369200,2017-01-02 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.72,-1.53,3,5.29,1033,,,75,4.6,300,,,,,20,801,Clouds,few clouds,02d
1483372800,2017-01-02 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.97,-2.55,1,5.09,1033,,,86,3.6,280,,,,,20,801,Clouds,few clouds,02d
1483376400,2017-01-02 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.09,-3.56,-1,4.67,1033,,,86,3.6,260,,,,,20,801,Clouds,few clouds,02n
1483380000,2017-01-02 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.54,-4.73,-1,4.36,1033,,,93,4.6,260,,,,,20,801,Clouds,few clouds,02n
1483383600,2017-01-02 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.47,-5.31,-1,4.12,1033,,,86,5.1,270,,,,,20,801,Clouds,few clouds,02n
1483387200,2017-01-02 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.05,-5.42,-1,3.89,1033,,,92,4.6,270,,,,,20,801,Clouds,few clouds,02n
1483390800,2017-01-02 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.08,-5.46,-1,3.8,1033,,,92,4.6,250,,,,,20,801,Clouds,few clouds,02n
1483394400,2017-01-02 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.33,-4.77,-1.06,3.57,1033,,,86,4.1,250,,,,,20,801,Clouds,few clouds,02n
1483398000,2017-01-02 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.35,-5.09,-1,3.63,1033,,,86,4.6,270,,,,,20,801,Clouds,few clouds,02n
1483401600,2017-01-03 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.35,-5.09,-1,3.64,1033,,,86,4.6,250,,,,,20,801,Clouds,few clouds,02n
1483405200,2017-01-03 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.11,-5.84,-1,3.59,1032,,,92,5.1,250,,,,,20,801,Clouds,few clouds,02n
1483408800,2017-01-03 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.27,-5.41,-0.71,3.54,1032,,,92,5.1,270,,,,,20,801,Clouds,few clouds,02n
1483412400,2017-01-03 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.18,-5.41,-1,3.48,1031,,,100,4.6,260,,,,,20,801,Clouds,few clouds,02n
1483416000,2017-01-03 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.19,-4.99,-1,3.45,1031,,,100,4.6,260,,,,,20,801,Clouds,few clouds,02n
1483419600,2017-01-03 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.69,-4.58,-0.16,3.58,1031,,,92,4.6,270,,,,,75,803,Clouds,broken clouds,04n
1483423200,2017-01-03 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.1,-3.59,0,3.67,1031,,,100,4.1,250,,,,,75,803,Clouds,broken clouds,04n
1483426800,2017-01-03 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.57,-4.32,0.28,3.73,1030,,,93,5.7,250,,,,,75,803,Clouds,broken clouds,04n
1483430400,2017-01-03 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.96,-4.22,0.4,3.8,1030,,,93,6.2,270,,,,,75,803,Clouds,broken clouds,04n
1483434000,2017-01-03 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.42,-3.69,0.54,3.82,1030,,,93,6.2,260,,,,,75,803,Clouds,broken clouds,04d
1483437600,2017-01-03 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.99,-2.08,1.46,4.28,1030,,,86,4.6,250,,,,,75,803,Clouds,broken clouds,04d
1483441200,2017-01-03 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.49,-2.63,2.6,4.71,1030,,,86,6.2,260,,,,,75,803,Clouds,broken clouds,04d
1483444800,2017-01-03 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.05,-2.49,3.36,5.13,1030,,,80,6.7,260,,,,,75,803,Clouds,broken clouds,04d
1483448400,2017-01-03 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.12,-2.59,3.8,5.5,1029,,,86,7.2,260,,,,,75,803,Clouds,broken clouds,04d
1483452000,2017-01-03 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.97,-2.12,3.94,5.7,1029,,,80,7.7,260,,,,,75,803,Clouds,broken clouds,04d
1483455600,2017-01-03 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.99,-1.4,3.99,5.86,1029,,,80,6.7,260,,,,,75,803,Clouds,broken clouds,04d
1483459200,2017-01-03 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.04,-2.39,4.7,5.95,1028,,,80,8.2,260,,,,,75,803,Clouds,broken clouds,04d
1483462800,2017-01-03 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.02,-1.72,4.53,5.91,1028,,,80,7.2,260,,,,,75,803,Clouds,broken clouds,04n
1483466400,2017-01-03 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5,-1.39,4.35,5.83,1028,,,80,6.7,260,,,,,75,803,Clouds,broken clouds,04n
1483470000,2017-01-03 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.99,-2.28,4.28,5.77,1028,,,86,8.2,270,,,,,75,803,Clouds,broken clouds,04n
1483473600,2017-01-03 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.99,-1.58,4.22,5.75,1028,,,86,7.2,260,,,,,75,803,Clouds,broken clouds,04n
1483477200,2017-01-03 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.99,-1.23,4.2,5.72,1028,,,86,6.7,260,,,,,75,803,Clouds,broken clouds,04n
1483480800,2017-01-03 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.98,-0.34,4.12,5.69,1028,,,93,5.7,260,,,,,75,803,Clouds,broken clouds,04n
1483484400,2017-01-03 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.54,-0.86,3.16,5.7,1028,,,93,5.7,260,,,,,75,803,Clouds,broken clouds,04n
1483488000,2017-01-04 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.56,-0.84,3.33,5.78,1028,,,93,5.7,260,,,,,75,803,Clouds,broken clouds,04n
1483491600,2017-01-04 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.55,-1.2,3.23,5.75,1028,,,93,6.2,260,,,,,75,803,Clouds,broken clouds,04n
1483495200,2017-01-04 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.99,-0.33,3.99,5.73,1028,,,93,5.7,270,,,,,75,803,Clouds,broken clouds,04n
1483498800,2017-01-04 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.99,-0.68,4,5.74,1028,,,93,6.2,270,,,,,75,803,Clouds,broken clouds,04n
1483502400,2017-01-04 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5,-0.32,4.06,5.76,1028,,,93,5.7,270,,,,,75,803,Clouds,broken clouds,04n
1483506000,2017-01-04 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.99,0.09,3.98,5.75,1028,,,93,5.1,260,,,,,75,803,Clouds,broken clouds,04n
1483509600,2017-01-04 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.49,-0.5,3.44,5.79,1028,,,93,5.1,270,,,,,75,803,Clouds,broken clouds,04n
1483513200,2017-01-04 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.55,-1.2,3.34,5.76,1028,,,93,6.2,270,,,,,75,803,Clouds,broken clouds,04n
1483516800,2017-01-04 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.57,-0.4,3.42,5.85,1028,,,93,5.1,280,,,,,75,803,Clouds,broken clouds,04n
1483520400,2017-01-04 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.59,-1.15,3.53,6.01,1029,,,93,6.2,290,,,,,75,803,Clouds,broken clouds,04d
1483524000,2017-01-04 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.02,-0.29,3.93,6.23,1029,,,93,5.7,290,,,,,75,803,Clouds,broken clouds,04d
1483527600,2017-01-04 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.15,1.19,5,6.65,1029,,,100,4.1,290,,,,,75,701,Mist,mist,50d
1483531200,2017-01-04 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.69,1.28,5,7.06,1029,,,93,4.6,280,,,,,75,701,Mist,mist,50d
1483534800,2017-01-04 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.76,1.71,5,7.4,1029,,,93,4.1,280,,,,,75,803,Clouds,broken clouds,04d
1483538400,2017-01-04 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.19,2.92,6,7.66,1029,,,93,3.1,280,,,,,75,803,Clouds,broken clouds,04d
1483542000,2017-01-04 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.17,2.9,6,7.55,1029,,,93,3.1,300,,,,,75,803,Clouds,broken clouds,04d
1483545600,2017-01-04 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.2,1.74,4,7.26,1029,,,93,3.1,290,,,,,40,802,Clouds,scattered clouds,03d
1483549200,2017-01-04 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.82,0.81,2,6.82,1030,,,93,2.1,320,,,,,75,803,Clouds,broken clouds,04n
1483552800,2017-01-04 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.38,-0.23,2,6.55,1030,,,86,2.6,350,,,,,75,803,Clouds,broken clouds,04n
1483556400,2017-01-04 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.08,-1.21,1,6.23,1030,,,93,2.1,330,,,,,75,803,Clouds,broken clouds,04n
1483560000,2017-01-04 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.55,-1.08,0,5.94,1030,,,92,1,0,,,,,75,803,Clouds,broken clouds,04n
1483563600,2017-01-04 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.5,-1.11,1,5.52,1030,,,93,1,0,,,,,75,803,Clouds,broken clouds,04n
1483567200,2017-01-04 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.2,-1.61,-1,5.38,1031,,,86,1,0,,,,,75,803,Clouds,broken clouds,04n
1483570800,2017-01-04 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.54,-1.84,0,5.27,1031,,,93,2.1,20,,,,,75,803,Clouds,broken clouds,04n
1483574400,2017-01-05 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.38,-0.61,1,5.31,1031,,,86,1.5,0,,,,,90,804,Clouds,overcast clouds,04n
1483578000,2017-01-05 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.36,-0.12,1,5.28,1031,,,93,1,120,,,,,90,804,Clouds,overcast clouds,04n
1483581600,2017-01-05 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.67,-0.53,0.75,5.21,1031,,,93,2.1,120,,,,,90,804,Clouds,overcast clouds,04n
1483585200,2017-01-05 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.84,-1.79,-0.1,5.04,1031,,,80,2.1,110,,,,,75,803,Clouds,broken clouds,04n
1483588800,2017-01-05 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.68,-1.19,0.22,4.98,1031,,,80,2.6,110,,,,,75,803,Clouds,broken clouds,04n
1483592400,2017-01-05 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.5,-1.62,-1,4.94,1031,,,86,1.5,160,,,,,90,804,Clouds,overcast clouds,04n
1483596000,2017-01-05 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.1,-0.36,0.94,5.04,1031,,,80,2.1,170,,,,,90,804,Clouds,overcast clouds,04n
1483599600,2017-01-05 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.82,-1.03,1,5.24,1031,,,80,2.6,170,,,,,75,803,Clouds,broken clouds,04n
1483603200,2017-01-05 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.39,-1.72,1,5.35,1031,,,86,3.1,160,,,,,75,803,Clouds,broken clouds,04n
1483606800,2017-01-05 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.28,-0.7,2,5.64,1031,,,86,3.1,140,,,,,75,803,Clouds,broken clouds,04d
1483610400,2017-01-05 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.78,0.23,3,6.18,1031,,,86,2.6,170,,,,,75,803,Clouds,broken clouds,04d
1483614000,2017-01-05 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.21,1.75,4,6.66,1031,,,81,2.6,230,,,,,75,803,Clouds,broken clouds,04d
1483617600,2017-01-05 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.17,2.53,5,7.19,1031,,,70,2.6,190,,,,,75,803,Clouds,broken clouds,04d
1483621200,2017-01-05 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.64,2.89,6,7.57,1030,,,75,3.1,150,,,,,75,803,Clouds,broken clouds,04d
1483624800,2017-01-05 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.44,2.63,7,8,1030,,,81,5.1,140,,,,,75,803,Clouds,broken clouds,04d
1483628400,2017-01-05 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.45,1.87,7,8,1030,,,81,6.2,140,,,,,75,803,Clouds,broken clouds,04d
1483632000,2017-01-05 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.49,2.89,7,8.06,1030,,,87,5.1,130,,,,,75,803,Clouds,broken clouds,04d
1483635600,2017-01-05 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.49,4.29,7,8.12,1030,,,87,3.1,150,,,,,75,803,Clouds,broken clouds,04n
1483639200,2017-01-05 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.13,3.31,7,8.27,1030,,,81,3.6,150,,,,,75,803,Clouds,broken clouds,04n
1483642800,2017-01-05 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.52,4.47,7,8.38,1030,,,81,2.6,150,,,,,75,803,Clouds,broken clouds,04n
1483646400,2017-01-05 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.08,4.89,6,8.58,1030,,,86,1.5,110,,,,,75,803,Clouds,broken clouds,04n
1483650000,2017-01-05 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7,2.18,5,9,1030,,,86,5.23,189,,,,,75,803,Clouds,broken clouds,04n
1483653600,2017-01-05 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.94,4.72,5,9,1029,,,86,1.5,0,,,,,75,803,Clouds,broken clouds,04n
1483657200,2017-01-05 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.95,5.66,5,9,1030,,,93,0.5,0,,,,,75,803,Clouds,broken clouds,04n
1483660800,2017-01-06 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.5,5.77,6.72,8.58,1029,,,87,1,150,,,,,75,500,Rain,light rain,10n
1483664400,2017-01-06 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.55,4.92,7,8.72,1029,,,93,2.6,150,,,,,75,500,Rain,light rain,10n
1483668000,2017-01-06 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.05,5.32,7.67,8.9,1029,,,87,2.6,240,,,,,75,803,Clouds,broken clouds,04n
1483671600,2017-01-06 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.93,3.99,8.01,9.15,1028,,,81,5.7,200,,,,,75,803,Clouds,broken clouds,04n
1483675200,2017-01-06 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.96,3.33,8.25,9.24,1028,,,81,6.7,210,,,,,75,500,Rain,light rain,10n
1483678800,2017-01-06 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9,3.95,8.63,9.31,1028,,,87,6.2,200,,,,,75,500,Rain,light rain,10n
1483682400,2017-01-06 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.99,4.71,8.37,9.49,1027,,,87,5.1,200,,,,,75,500,Rain,light rain,10n
1483686000,2017-01-06 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.33,4.59,8.21,10,1027,,,93,6.2,200,,,,,75,500,Rain,light rain,10n
1483689600,2017-01-06 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.4,4.79,8.2,10,1027,,,87,5.7,210,,,,,90,500,Rain,light rain,10n
1483693200,2017-01-06 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.8,5.28,8.33,10,1028,,,87,5.7,220,,,,,90,500,Rain,light rain,10d
1483696800,2017-01-06 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.88,5.37,8.81,10.1,1028,,,92,6,220,,,,,75,500,Rain,light rain,10d
1483700400,2017-01-06 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.73,7.21,9.21,11,1028,,,87,4.6,220,,,,,75,803,Clouds,broken clouds,04d
1483704000,2017-01-06 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.82,6.45,9.79,11,1028,,,93,6.2,230,,,,,75,803,Clouds,broken clouds,04d
1483707600,2017-01-06 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,11.25,6.3,10.12,12,1027,,,93,7.2,230,,,,,75,500,Rain,light rain,10d
1483711200,2017-01-06 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,11.3,6.71,10.43,12,1027,,,93,6.7,240,,,,,75,310,Drizzle,light intensity drizzle rain,09d
1483714800,2017-01-06 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.94,6.61,10.53,11,1028,,,93,6.2,240,,,,,75,310,Drizzle,light intensity drizzle rain,09d
1483718400,2017-01-06 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,11.31,7.03,10.6,12,1028,,,100,6.7,250,,,,,75,310,Drizzle,light intensity drizzle rain,09d
1483722000,2017-01-06 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,11.28,7.35,10.44,12,1028,,,100,6.2,250,,,,,75,803,Clouds,broken clouds,04n
1483725600,2017-01-06 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.9,6.86,10.32,11,1029,,,100,6.2,250,,,,,75,803,Clouds,broken clouds,04n
1483729200,2017-01-06 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.88,7.18,10.2,11,1029,,,100,5.7,250,,,,,75,803,Clouds,broken clouds,04n
1483732800,2017-01-06 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.86,8.32,10.07,11,1029,,,93,3.6,270,,,,,75,803,Clouds,broken clouds,04n
1483736400,2017-01-06 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.84,6.83,9.91,11,1030,,,93,5.7,260,,,,,75,803,Clouds,broken clouds,04n
1483740000,2017-01-06 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.86,7.62,9.95,11,1031,,,93,4.6,270,,,,,75,300,Drizzle,light intensity drizzle,09n
1483743600,2017-01-06 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10,6.83,9.86,10.31,1031,,,100,4.6,260,,,,,75,300,Drizzle,light intensity drizzle,09n
1483747200,2017-01-07 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,10.02,7.27,9.88,10.42,1031,,,93,3.6,230,,,,,75,803,Clouds,broken clouds,04n
1483750800,2017-01-07 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.99,6.53,9.59,10.3,1031,,,93,4.6,250,,,,,75,803,Clouds,broken clouds,04n
1483754400,2017-01-07 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.5,6.89,9,10.11,1031,,,100,3.6,240,,,,,75,803,Clouds,broken clouds,04n
