dt,dt_iso,timezone,city_name,lat,lon,temp,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1484665200,2017-01-17 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.48,8.41,8.77,10,1033,,,93,1,160,,,,,75,300,Drizzle,light intensity drizzle,09d
1484668800,2017-01-17 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.01,7.48,8.93,9.28,1033,,,93,1.5,0,,,,,75,300,Drizzle,light intensity drizzle,09d
1484672400,2017-01-17 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.93,7.38,8.7,9.19,1034,,,93,1.5,210,,,,,75,300,Drizzle,light intensity drizzle,09n
1484676000,2017-01-17 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.96,7.42,8.48,9.01,1034,,,93,1.5,260,,,,,75,300,Drizzle,light intensity drizzle,09n
1484679600,2017-01-17 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.95,6.99,8.43,9,1034,,,93,2.1,230,,,,,75,803,Clouds,broken clouds,04n
1484683200,2017-01-17 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.49,6.62,7.67,9,1034,,,87,1.5,0,,,,,75,803,Clouds,broken clouds,04n
1484686800,2017-01-17 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.49,6.62,7.65,9,1034,,,87,1.5,180,,,,,75,803,Clouds,broken clouds,04n
1484690400,2017-01-17 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.98,6,7.63,8.26,1035,,,87,1.5,190,,,,,75,803,Clouds,broken clouds,04n
1484694000,2017-01-17 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.98,4.88,7.53,8.21,1035,,,87,3.1,210,,,,,75,803,Clouds,broken clouds,04n
1484697600,2017-01-18 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.54,4.85,6.76,8.1,1035,,,81,2.1,190,,,,,75,803,Clouds,broken clouds,04n
1484701200,2017-01-18 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.5,3.89,6.4,8,1035,,,75,3.1,220,,,,,75,803,Clouds,broken clouds,04n
1484704800,2017-01-18 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.49,4.23,6.36,8,1035,,,75,2.6,200,,,,,75,803,Clouds,broken clouds,04n
1484708400,2017-01-18 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.01,3.87,6.08,7.86,1035,,,81,2.6,210,,,,,75,803,Clouds,broken clouds,04n
1484712000,2017-01-18 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.05,4.26,6.85,7.85,1035,,,81,2.1,170,,,,,75,803,Clouds,broken clouds,04n
1484715600,2017-01-18 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.01,3.67,6.18,7.83,1035,,,75,2.6,180,,,,,75,803,Clouds,broken clouds,04n
1484719200,2017-01-18 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.02,4.23,6.64,7.71,1035,,,81,2.1,180,,,,,75,803,Clouds,broken clouds,04n
1484722800,2017-01-18 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.01,4.64,6.53,7.67,1035,,,81,1.5,0,,,,,75,803,Clouds,broken clouds,04n
1484726400,2017-01-18 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.98,4.6,6.25,7.56,1035,,,81,1.5,170,,,,,75,803,Clouds,broken clouds,04n
1484730000,2017-01-18 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.62,4.8,6.32,8,1036,,,76,2.06,180,,,,,75,803,Clouds,broken clouds,04d
1484733600,2017-01-18 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.91,4.73,6.79,8,1036,,,75,2.6,200,,,,,75,803,Clouds,broken clouds,04d
1484737200,2017-01-18 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.99,4.33,7.61,8.19,1036,,,81,3.6,200,,,,,75,803,Clouds,broken clouds,04d
1484740800,2017-01-18 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.89,5.76,8.12,9,1036,,,81,3.1,190,,,,,75,803,Clouds,broken clouds,04d
1484744400,2017-01-18 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.94,5.95,8.46,9,1036,,,75,2.6,230,,,,,75,803,Clouds,broken clouds,04d
1484748000,2017-01-18 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.98,5.99,8.85,9,1036,,,75,2.6,220,,,,,75,803,Clouds,broken clouds,04d
1484751600,2017-01-18 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.97,5.63,8.73,9,1036,,,75,3.1,190,,,,,75,803,Clouds,broken clouds,04d
1484755200,2017-01-18 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.96,5.97,8.5,9,1036,,,75,2.6,190,,,,,75,803,Clouds,broken clouds,04d
1484758800,2017-01-18 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.52,5.1,7.89,9,1036,,,75,3.1,200,,,,,75,803,Clouds,broken clouds,04n
1484762400,2017-01-18 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.49,4.88,7.58,9,1036,,,70,3.1,210,,,,,75,803,Clouds,broken clouds,04n
1484766000,2017-01-18 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.51,4.95,7.7,9,1037,,,71,3.09,200,,,,,75,803,Clouds,broken clouds,04n
1484769600,2017-01-18 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.47,5.2,7.32,9,1037,,,70,2.6,220,,,,,75,803,Clouds,broken clouds,04n
1484773200,2017-01-18 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8,4.83,7.6,8.5,1037,,,75,2.6,200,,,,,75,803,Clouds,broken clouds,04n
1484776800,2017-01-18 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.55,4.3,6.6,8.37,1037,,,75,2.6,220,,,,,75,803,Clouds,broken clouds,04n
1484780400,2017-01-18 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.05,3.76,6.25,8.14,1037,,,87,3.1,240,,,,,75,803,Clouds,broken clouds,04n
1484784000,2017-01-19 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.04,4.87,6.19,8.09,1037,,,87,1.5,210,,,,,75,300,Drizzle,light intensity drizzle,09n
1484787600,2017-01-19 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.02,4.43,6.02,7.98,1037,,,87,2.1,200,,,,,75,803,Clouds,broken clouds,04n
1484791200,2017-01-19 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.47,4.21,6.15,8,1037,,,75,2.6,220,,,,,75,803,Clouds,broken clouds,04n
1484794800,2017-01-19 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7,3.85,6,7.85,1037,,,81,2.6,210,,,,,75,803,Clouds,broken clouds,04n
1484798400,2017-01-19 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.01,3.87,6.49,7.62,1037,,,81,2.6,230,,,,,75,803,Clouds,broken clouds,04n
1484802000,2017-01-19 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.98,4.95,6.1,7.65,1037,,,81,1,0,,,,,75,803,Clouds,broken clouds,04n
1484805600,2017-01-19 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.01,4.22,6.35,7.6,1036,,,81,2.1,200,,,,,75,803,Clouds,broken clouds,04n
1484809200,2017-01-19 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7,3.85,6.32,7.53,1037,,,81,2.6,230,,,,,75,803,Clouds,broken clouds,04n
1484812800,2017-01-19 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.98,3.83,6.15,7.46,1037,,,81,2.6,200,,,,,75,803,Clouds,broken clouds,04n
1484816400,2017-01-19 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.99,4.61,6.21,7.44,1037,,,81,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1484820000,2017-01-19 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.01,4.99,6.28,7.74,1037,,,81,1,0,,,,,75,803,Clouds,broken clouds,04d
1484823600,2017-01-19 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.09,4.73,7,8.01,1037,,,81,1.5,0,,,,,90,804,Clouds,overcast clouds,04d
1484827200,2017-01-19 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.5,5.57,7,8.21,1037,,,81,1,0,,,,,75,803,Clouds,broken clouds,04d
1484830800,2017-01-19 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.01,6.53,7.93,8.33,1037,,,81,0.5,360,,,,,90,804,Clouds,overcast clouds,04d
1484834400,2017-01-19 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.52,5.45,7,8.27,1036,,,87,1.5,150,,,,,90,804,Clouds,overcast clouds,04d
1484838000,2017-01-19 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.51,5.43,7,8.21,1036,,,87,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1484841600,2017-01-19 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.45,4.24,6.71,8.04,1036,,,87,3.1,120,,,,,90,804,Clouds,overcast clouds,04d
1484845200,2017-01-19 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.03,4.09,6.79,7.75,1035,,,87,2.6,130,,,,,90,804,Clouds,overcast clouds,04n
1484848800,2017-01-19 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.96,3.65,6.11,7.45,1035,,,87,3.1,160,,,,,90,804,Clouds,overcast clouds,04n
1484852400,2017-01-19 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.92,4.31,5.63,7.25,1036,,,87,2.1,170,,,,,90,804,Clouds,overcast clouds,04n
1484856000,2017-01-19 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.89,3.92,5.26,7.11,1036,,,87,2.6,160,,,,,90,804,Clouds,overcast clouds,04n
1484859600,2017-01-19 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.88,4.26,5.02,7.06,1036,,,87,2.1,180,,,,,90,804,Clouds,overcast clouds,04n
1484863200,2017-01-19 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.86,4.66,5.05,7,1035,,,87,1.5,200,,,,,90,804,Clouds,overcast clouds,04n
1484866800,2017-01-19 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.9,4.28,5.32,7,1035,,,87,2.1,140,,,,,90,300,Drizzle,light intensity drizzle,09n
1484870400,2017-01-20 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.36,4.82,4.82,7,1035,,,100,1,120,,,,,75,300,Drizzle,light intensity drizzle,09n
1484874000,2017-01-20 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.81,4.37,4.97,7,1034,,,93,2.1,100,,,,,75,300,Drizzle,light intensity drizzle,09n
1484877600,2017-01-20 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.81,3.48,4.89,7,1034,,,87,3.1,110,,,,,75,803,Clouds,broken clouds,04n
1484881200,2017-01-20 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.91,3.24,5.49,7,1034,,,87,3.6,120,,,,,90,804,Clouds,overcast clouds,04n
1484884800,2017-01-20 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.46,2.36,4.97,7.01,1034,,,87,4.1,140,,,,,90,804,Clouds,overcast clouds,04n
1484888400,2017-01-20 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.99,2.33,4.75,7,1033,,,93,3.6,110,,,,,90,804,Clouds,overcast clouds,04n
1484892000,2017-01-20 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.46,3.06,5.02,7.01,1033,,,87,3.1,90,,,,,90,804,Clouds,overcast clouds,04n
1484895600,2017-01-20 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.46,2.36,5.04,7,1033,,,87,4.1,110,,,,,90,804,Clouds,overcast clouds,04n
1484899200,2017-01-20 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.02,2.72,5.15,6.96,1033,,,93,3.1,130,,,,,90,804,Clouds,overcast clouds,04n
1484902800,2017-01-20 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.47,3.07,5.2,7,1033,,,87,3.1,140,,,,,75,803,Clouds,broken clouds,04d
1484906400,2017-01-20 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.52,2.94,5.53,7.09,1033,,,81,3.1,150,,,,,75,803,Clouds,broken clouds,04d
1484910000,2017-01-20 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.98,2.58,6.48,7.26,1033,,,75,4.1,150,,,,,75,803,Clouds,broken clouds,04d
1484913600,2017-01-20 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.99,2.24,6.45,7.41,1032,,,75,4.6,160,,,,,75,803,Clouds,broken clouds,04d
1484917200,2017-01-20 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.24,3.89,6.94,9,1032,,,70,4.1,150,,,,,20,801,Clouds,few clouds,02d
1484920800,2017-01-20 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.25,2.78,6.99,9,1031,,,70,5.7,130,,,,,20,801,Clouds,few clouds,02d
1484924400,2017-01-20 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.83,3.06,6.55,8,1031,,,70,4.6,130,,,,,20,801,Clouds,few clouds,02d
1484928000,2017-01-20 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,6.98,1.88,6.61,7.23,1031,,,75,5.1,130,,,,,20,801,Clouds,few clouds,02d
1484931600,2017-01-20 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.6,1.68,5,6.79,1031,,,75,3.1,130,,,,,20,801,Clouds,few clouds,02n
1484935200,2017-01-20 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.65,0.09,4,6.47,1031,,,70,3.6,130,,,,,20,801,Clouds,few clouds,02n
1484938800,2017-01-20 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.03,-0.99,1.5,6.34,1031,,,69,4.1,110,,,,,20,801,Clouds,few clouds,02n
1484942400,2017-01-20 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.11,-0.25,3.2,6.21,1030,,,80,3.6,100,,,,,20,801,Clouds,few clouds,02n
1484946000,2017-01-20 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.66,-2.46,0.98,5.95,1030,,,86,4.6,110,,,,,20,801,Clouds,few clouds,02n
1484949600,2017-01-20 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.49,-1.16,1.3,5.8,1030,,,86,4.1,110,,,,,20,801,Clouds,few clouds,02n
1484953200,2017-01-20 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.09,-1,1.19,5.6,1030,,,69,2.6,150,,,,,20,801,Clouds,few clouds,02n
1484956800,2017-01-21 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.03,-0.84,0.73,5.39,1029,,,64,2.1,180,,,,,20,801,Clouds,few clouds,02n
1484960400,2017-01-21 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.99,-2.16,0.44,5.19,1029,,,69,4.1,140,,,,,20,801,Clouds,few clouds,02n
1484964000,2017-01-21 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.6,-0.77,0.41,5.04,1029,,,69,1.5,170,,,,,20,801,Clouds,few clouds,02n
1484967600,2017-01-21 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.29,-2.29,-2,4.78,1028,,,86,0.5,140,,,,,20,801,Clouds,few clouds,02n
1484971200,2017-01-21 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.75,-1.26,0.48,4.74,1028,,,74,1,0,,,,,20,801,Clouds,few clouds,02n
1484974800,2017-01-21 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.39,-3,-0.19,4.35,1027,,,80,1.5,200,,,,,20,801,Clouds,few clouds,02n
1484978400,2017-01-21 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.79,-4.62,-3,3.99,1027,,,86,0.5,0,,,,,20,801,Clouds,few clouds,02n
1484982000,2017-01-21 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.91,-5.35,-4,3.78,1027,,,92,1.5,170,,,,,20,801,Clouds,few clouds,02n
1484985600,2017-01-21 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.9,-6.11,-4,3.71,1027,,,92,2.6,150,,,,,20,801,Clouds,few clouds,02n
1484989200,2017-01-21 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-1.08,-4.42,-4,3.8,1027,,,92,1.5,180,,,,,20,801,Clouds,few clouds,02d
1484992800,2017-01-21 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.06,-3.55,-1,4.3,1027,,,92,2.1,200,,,,,20,801,Clouds,few clouds,02d
1484996400,2017-01-21 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.71,-0.8,2,4.79,1027,,,80,2.1,180,,,,,40,802,Clouds,scattered clouds,03d
1485000000,2017-01-21 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.01,0.04,3.53,4.59,1026,,,69,2.6,160,,,,,75,803,Clouds,broken clouds,04d
1485003600,2017-01-21 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.05,-1.31,3.53,4.94,1026,,,69,4.6,160,,,,,75,803,Clouds,broken clouds,04d
1485007200,2017-01-21 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.05,0.09,3.56,4.95,1025,,,69,2.6,170,,,,,75,803,Clouds,broken clouds,04d
1485010800,2017-01-21 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.01,0.39,3.17,4.85,1025,,,69,2.1,180,,,,,75,803,Clouds,broken clouds,04d
1485014400,2017-01-21 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.52,-0.51,2.73,4.75,1024,,,69,2.6,160,,,,,75,803,Clouds,broken clouds,04d
1485018000,2017-01-21 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.3,-2.36,0,4.45,1024,,,80,2.04,131,,,,,40,802,Clouds,scattered clouds,03n
1485021600,2017-01-21 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.3,-2.19,0,4.42,1024,,,86,1.99,128,,,,,75,803,Clouds,broken clouds,04n
1485025200,2017-01-21 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.25,-1.9,0,4.28,1024,,,86,1.5,230,,,,,75,803,Clouds,broken clouds,04n
1485028800,2017-01-21 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.37,-3.03,-2,4.31,1024,,,86,1.69,126,,,,,75,803,Clouds,broken clouds,04n
1485032400,2017-01-21 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.12,-3.48,-3,4.2,1024,,,92,1.71,127,,,,,40,802,Clouds,scattered clouds,03n
1485036000,2017-01-21 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.21,-3.36,-3,4,1023,,,92,1.39,136,,,,,75,803,Clouds,broken clouds,04n
1485039600,2017-01-21 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.22,-1.24,0.09,3.99,1023,,,86,0.5,360,,,,,75,803,Clouds,broken clouds,04n
1485043200,2017-01-22 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.2,-1.72,0,4.03,1023,,,92,1.34,148,,,,,75,803,Clouds,broken clouds,04n
1485046800,2017-01-22 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.18,-1.85,0,3.92,1022,,,92,1.5,130,,,,,75,803,Clouds,broken clouds,04n
1485050400,2017-01-22 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2,-0.7,1,3.67,1022,,,86,1,200,,,,,75,803,Clouds,broken clouds,04n
1485054000,2017-01-22 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.01,-1.46,1,3.74,1022,,,86,2.1,160,,,,,75,803,Clouds,broken clouds,04n
1485057600,2017-01-22 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.62,-1.48,0.89,3.7,1021,,,86,1.5,120,,,,,75,803,Clouds,broken clouds,04n
1485061200,2017-01-22 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.66,-1.09,1,3.91,1021,,,86,1,130,,,,,75,803,Clouds,broken clouds,04n
1485064800,2017-01-22 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.14,-1.45,1.47,4.03,1022,,,80,2.1,250,,,,,75,803,Clouds,broken clouds,04n
1485068400,2017-01-22 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.68,-1.83,1,4.04,1021,,,86,2.1,340,,,,,75,803,Clouds,broken clouds,04n
1485072000,2017-01-22 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.71,-1.8,1,4.11,1022,,,86,2.1,20,,,,,75,803,Clouds,broken clouds,04n
1485075600,2017-01-22 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.72,-1.37,1,4.26,1023,,,86,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1485079200,2017-01-22 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.59,-0.37,1.78,4.59,1023,,,86,1.5,320,,,,,75,803,Clouds,broken clouds,04d
1485082800,2017-01-22 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.18,0.15,3,4.98,1023,,,80,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1485086400,2017-01-22 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.13,0.95,4,5.46,1023,,,69,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1485090000,2017-01-22 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.55,1.42,4,5.59,1023,,,69,1.5,0,,,,,75,803,Clouds,broken clouds,04d
1485093600,2017-01-22 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.03,1.43,4.74,5.72,1023,,,65,2.1,100,,,,,75,803,Clouds,broken clouds,04d
1485097200,2017-01-22 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.05,1.88,4.87,5.81,1023,,,65,1.5,110,,,,,75,803,Clouds,broken clouds,04d
1485100800,2017-01-22 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.2,1.03,4,5.75,1024,,,69,1.5,110,,,,,20,801,Clouds,few clouds,02d
1485104400,2017-01-22 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.87,-0.77,2,5.52,1024,,,74,2.1,100,,,,,20,801,Clouds,few clouds,02n
1485108000,2017-01-22 18:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.47,-2.07,0,5.15,1024,,,86,2.1,110,,,,,20,801,Clouds,few clouds,02n
1485111600,2017-01-22 19:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.39,-1.88,0,5.08,1025,,,80,1.5,0,,,,,20,801,Clouds,few clouds,02n
1485115200,2017-01-22 20:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.03,-3.14,-2,4.9,1025,,,92,1.47,94,,,,,40,802,Clouds,scattered clouds,03n
1485118800,2017-01-22 21:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,-0.35,-3.72,-2,4.88,1025,,,92,1.68,117,,,,,77,803,Clouds,broken clouds,04n
1485122400,2017-01-22 22:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.1,-3.27,-2,5.14,1025,,,92,1.77,136,,,,,59,803,Clouds,broken clouds,04n
1485126000,2017-01-22 23:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,0.45,-2.17,-2,4.97,1026,,,100,1,0,,,,,75,803,Clouds,broken clouds,04n
1485129600,2017-01-23 00:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,1.27,-1.99,-1,5.13,1026,,,100,2.1,130,,,,,75,803,Clouds,broken clouds,04n
1485133200,2017-01-23 01:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,2.64,-0.39,1,5.52,1026,,,100,2.1,160,,,,,75,803,Clouds,broken clouds,04n
1485136800,2017-01-23 02:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.64,0.84,3,5.79,1025,,,86,1.5,150,,,,,75,803,Clouds,broken clouds,04n
1485140400,2017-01-23 03:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.11,1.73,3,6.12,1025,,,86,1,140,,,,,75,803,Clouds,broken clouds,04n
1485144000,2017-01-23 04:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.15,1.62,3,6.37,1025,,,93,1.5,130,,,,,75,803,Clouds,broken clouds,04n
1485147600,2017-01-23 05:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.81,0.8,3,6.62,1025,,,93,2.1,120,,,,,75,803,Clouds,broken clouds,04n
1485151200,2017-01-23 06:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.14,2.17,4.75,6.95,1025,,,86,2.1,170,,,,,75,803,Clouds,broken clouds,04n
1485154800,2017-01-23 07:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,4.73,1.69,4,6.9,1025,,,86,2.1,190,,,,,75,803,Clouds,broken clouds,04n
1485158400,2017-01-23 08:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,3.79,0.78,3,6.83,1025,,,93,2.1,150,,,,,40,802,Clouds,scattered clouds,03n
1485162000,2017-01-23 09:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,5.11,1.98,4.13,6.96,1025,,,93,2.6,150,,,,,40,802,Clouds,scattered clouds,03d
1485165600,2017-01-23 10:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.2,4.44,5.05,8,1025,,,81,2.1,180,,,,,75,803,Clouds,broken clouds,04d
1485169200,2017-01-23 11:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.26,4.65,6.84,9,1025,,,81,3.6,160,,,,,75,803,Clouds,broken clouds,04d
1485172800,2017-01-23 12:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.31,3.87,7.88,10,1025,,,66,5.7,190,,,,,40,802,Clouds,scattered clouds,03d
1485176400,2017-01-23 13:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.76,4.81,8.38,10,1024,,,57,4.6,190,,,,,40,802,Clouds,scattered clouds,03d
1485180000,2017-01-23 14:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.79,4.07,8.51,10,1023,,,57,5.7,220,,,,,20,801,Clouds,few clouds,02d
1485183600,2017-01-23 15:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,9.4,2.73,8.26,10,1023,,,61,7.2,200,,,,,20,801,Clouds,few clouds,02d
1485187200,2017-01-23 16:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,8.5,3.34,7.67,9,1023,,,66,5.1,210,,,,,20,801,Clouds,few clouds,02d
1485190800,2017-01-23 17:00:00 +0000 UTC,0,Dublin,53.349805,-6.26031,7.07,1.99,6.42,8.27,1023,,,75,5.1,190,,,,,40,802,Clouds,scattered clouds,03n
